"address","suburb","land_area","price"
"6 Anjou Way, Hamilton Hill","Hamilton Hill",361,595000
"6 Ankuri Pass, Carramar","Carramar",603,580000
"6 Antero Road, Secret Harbour","Secret Harbour",610,520000
"6 Apache Boulevard, Rockingham","Rockingham",464,465000
"6 Aqua Court, Banksia Grove","Banksia Grove",621,300000
"6 Arboreta Way, Pearsall","Pearsall",746,590000
"6 Arbuckle Place, Gwelup","Gwelup",612,755000
"6 Ardmair Close, Seville Grove","Seville Grove",710,435000
"6 Aristea Place, Roleystone","Roleystone",1518,470000
"6 Armitage Close, South Guildford","South Guildford",468,415000
"6 Armitage Road, Kelmscott","Kelmscott",1012,440000
"6 Arnott Street, North Beach","North Beach",506,1285000
"6 Arthur Street, Inglewood","Inglewood",222,520000
"6 Arun Place, Nollamara","Nollamara",345,258000
"6 Arunta Place, Rockingham","Rockingham",752,430000
"6 Ash Court, Armadale","Armadale",692,350000
"6 Ashbourne Avenue, Ridgewood","Ridgewood",544,450000
"6 Ashburton Drive, Heathridge","Heathridge",761,500000
"6 Astoria Court, Currambine","Currambine",730,600000
"6 Athena Court, Cooloongup","Cooloongup",700,220000
"6 Atkinson Court, Stratton","Stratton",455,400000
"6 Attfield Street, Guildford","Guildford",682,830000
"6 Awl Court, Mirrabooka","Mirrabooka",436,280000
"6 Axford Road, Alexander Heights","Alexander Heights",627,525000
"6 Aylesbury Close, Jandakot","Jandakot",618,605000
"6 Baddesley Way, Canning Vale","Canning Vale",570,640000
"6 Bahama Way, Banksia Grove","Banksia Grove",381,365000
"6 Bailey Way, Bertram","Bertram",616,374000
"6 Ballagar Road, Byford","Byford",800,520000
"6 Balloch Street, Kingsley","Kingsley",704,700000
"6 Band Street, Lathlain","Lathlain",729,660000
"6 Bandin Place, Maida Vale","Maida Vale",601,640000
"6 Banjong Street, Martin","Martin",420,255000
"6 Banner Place, Lesmurdie","Lesmurdie",960,700000
"6 Barite Loop, Aveley","Aveley",225,292000
"6 Barletta Place, Mindarie","Mindarie",710,765000
"6 Barnes Road, Roleystone","Roleystone",2430,540000
"6 Barnes Way, Success","Success",611,630000
"6 Barrow Court, Mount Claremont","Mount Claremont",329,1200125
"6 Barwon Heads Terrace, Connolly","Connolly",760,570000
"6 Bates Loop, Lockridge","Lockridge",280,300000
"6 Bathgate Loop, Koondoola","Koondoola",563,399000
"6 Batoni Way, Ashby","Ashby",407,440000
"6 Beaconsfield Street, St James","St James",703,559000
"6 Beckett Street, Aveley","Aveley",372,345000
"6 Beenan Close, Karawara","Karawara",734,707000
"6 Belford Road, City Beach","City Beach",972,1600000
"6 Bellona Place, Willetton","Willetton",759,600000
"6 Beor Way, Herne Hill","Herne Hill",809,330000
"6 Berea Link, Madeley","Madeley",302,458000
"6 Berkley Road, Marangaroo","Marangaroo",504,350000
"6 Berkshire Drive, Beldon","Beldon",700,491000
"6 Berlotto Drive, Ashby","Ashby",384,475000
"6 Beroona Place, Jane Brook","Jane Brook",724,460000
"6 Berswick Grove, Leeming","Leeming",861,695000
"6 Beryl Close, Maida Vale","Maida Vale",601,455000
"6 Bickner Way, Parmelia","Parmelia",711,240000
"6 Binden Place, Hamersley","Hamersley",758,585000
"6 Bingfield Road, Medina","Medina",728,319000
"6 Birdup Close, Kelmscott","Kelmscott",963,499000
"6 Bittern Close, Maida Vale","Maida Vale",620,532000
"6 Blackford Turn, Success","Success",669,465000
"6 Blackheath Place, Darch","Darch",603,716000
"6 Blackstock Street, Hammond Park","Hammond Park",553,615000
"6 Blackthorne Crescent, South Lake","South Lake",700,448000
"6 Blenheim Lane, Mount Claremont","Mount Claremont",692,1600000
"6 Board Avenue, Redcliffe","Redcliffe",843,710000
"6 Bohemia Court, Helena Valley","Helena Valley",1185,735000
"6 Bolaro Place, Hillman","Hillman",724,350000
"6 Boldwood Road, Banksia Grove","Banksia Grove",525,430000
"6 Bolton Way, Darch","Darch",538,430000
"6 Bombala Close, Merriwa","Merriwa",540,370000
"6 Bombard Street, Ardross","Ardross",455,715000
"6 Bondi Crescent, Warnbro","Warnbro",690,295000
"6 Bonito Place, Yangebup","Yangebup",564,575000
"6 Bonville Glen, Jandakot","Jandakot",546,560000
"6 Boogalla Court, South Lake","South Lake",550,470000
"6 Booligal Street, Lesmurdie","Lesmurdie",1200,515000
"6 Boon Court, Rockingham","Rockingham",745,620000
"6 Boona Court, Karawara","Karawara",442,245000
"6 Boothman Mews, Golden Bay","Golden Bay",2021,750000
"6 Bordeaux Link, Landsdale","Landsdale",521,515000
"6 Bottlenose Link, Beeliar","Beeliar",620,625000
"6 Bow Place, Mullaloo","Mullaloo",700,700000
"6 Boxall Place, Churchlands","Churchlands",701,1205000
"6 Boxley Place, Langford","Langford",699,435000
"6 Bradstocks Grove, Southern River","Southern River",546,690000
"6 Bradwell Court, Carine","Carine",704,786000
"6 Bramble Place, Edgewater","Edgewater",693,550000
"6 Bramshott Approach, Butler","Butler",539,420000
"6 Brantwood Turn, Wellard","Wellard",555,418000
"6 Brassey Street, Swanbourne","Swanbourne",763,1900000
"6 Breaksea Way, Ridgewood","Ridgewood",483,457000
"6 Brigalow Bend, Ellenbrook","Ellenbrook",544,445000
"6 Bristow Street, Haynes","Haynes",340,167000
"6 Britannia Way, Bertram","Bertram",596,407000
"6 Brookeby Heights, Leda","Leda",584,300000
"6 Brooklea Place, Ferndale","Ferndale",857,435000
"6 Brora Grove, Boya","Boya",2000,690000
"6 Brougham Crescent, Orelia","Orelia",646,351000
"6 Brownrigg Street, Singleton","Singleton",809,490000
"6 Bruce Street, Hillarys","Hillarys",741,680000
"6 Brumby Avenue, Henley Brook","Henley Brook",606,508000
"6 Brunswick Bend, Jane Brook","Jane Brook",727,524500
"6 Bulburin Parade, Yanchep","Yanchep",360,330000
"6 Burkett Terrace, Bertram","Bertram",775,500000
"6 Burlinson Crescent, Koondoola","Koondoola",692,400000
"6 Burnett Road, Manning","Manning",493,600000
"6 Burnside Way, Waikiki","Waikiki",680,220000
"6 Burtonia Place, Canning Vale","Canning Vale",770,618000
"6 Butchart Turn, Aubin Grove","Aubin Grove",601,585000
"6 Butterworth Place, Beaconsfield","Beaconsfield",298,612000
"6 Byblis Place, Koongamia","Koongamia",1077,352000
"6 Byfield Road, Parkerville","Parkerville",1034,299000
"6 Bynder Lane, Medina","Medina",230,225000
"6 Caithness Road, Floreat","Floreat",1103,2000000
"6 Calder Retreat, Merriwa","Merriwa",591,365000
"6 Calgary Street, Southern River","Southern River",510,510000
"6 Caliso Court, Warnbro","Warnbro",534,230000
"6 Callan Close, Waterford","Waterford",804,950000
"6 Calway Rise, Kiara","Kiara",588,530000
"6 Camballin Loop, Bertram","Bertram",541,340000
"6 Camfield Loop, Parmelia","Parmelia",740,270000
"6 Canns Road, Mount Nasura","Mount Nasura",1522,590000
"6 Canunda Link, Burns Beach","Burns Beach",628,750000
"6 Carlin Way, Butler","Butler",372,321000
"6 CARLISLE Court, Middle Swan","Middle Swan",440,500000
"6 Carluke Place, Warwick","Warwick",709,550001
"6 Carmody Court, Bull Creek","Bull Creek",585,820000
"6 Carpenteria Crescent, Kenwick","Kenwick",1517,630000
"6 Carrington Street, Mount Lawley","Mount Lawley",539,920000
"6 Carron Road, Applecross","Applecross",683,1700000
"6 Cassard Court, Ferndale","Ferndale",801,675000
"6 Cassatt Street, Ashby","Ashby",613,535000
"6 Castellon Crescent, Coogee","Coogee",704,985000
"6 Castle Hill Close, Bicton","Bicton",330,1070000
"6 Castleroy Place, Connolly","Connolly",820,520000
"6 Catalina Place, Quinns Rocks","Quinns Rocks",628,838000
"6 Catenary Court, Mullaloo","Mullaloo",718,585000
"6 Cawdor Lane, Darch","Darch",602,645000
"6 Celia Place, Coogee","Coogee",772,1000000
"6 Celtis Place, Parkwood","Parkwood",728,566500
"6 Cerulean Road, Karnup","Karnup",590,550000
"6 Cervantes Place, Sorrento","Sorrento",823,1080000
"6 Cestrum Rise, South Lake","South Lake",721,455000
"6 Chalmers Street, Fremantle","Fremantle",265,830000
"6 Channel Drive, Heathridge","Heathridge",729,465000
"6 Charles Riley Road, North Beach","North Beach",270,845000
"6 Charles Street, Shenton Park","Shenton Park",364,1070000
"6 Charm Way, Atwell","Atwell",576,537500
"6 Charnwood Avenue, Two Rocks","Two Rocks",810,396000
"6 Cheltenham Loop, Bertram","Bertram",331,300000
"6 Cherub Way, Currambine","Currambine",451,495000
"6 Cherwell Avenue, Beechboro","Beechboro",744,420000
"6 Chestnut Street, Guildford","Guildford",357,575000
"6 Chichester Way, Jane Brook","Jane Brook",525,540000
"6 Chrysostom Street, North Beach","North Beach",527,1185000
"6 Citrine Street, Eglinton","Eglinton",400,405000
"6 Clayton Court, Ferndale","Ferndale",1160,375000
"6 Clearwater Way, Ascot","Ascot",350,800000
"6 Clearwater Way, Singleton","Singleton",603,475000
"6 Clegg Road, Kwinana Town Centre","Kwinana Town Centre",203,155042
"6 Clianthus Way, Koongamia","Koongamia",655,270000
"6 Clifftop Court, Edgewater","Edgewater",720,570000
"6 Clipson Crescent, Mundaring","Mundaring",2000,670000
"6 Clontarf Way, Butler","Butler",560,365000
"6 Cloutt Lane, Piara Waters","Piara Waters",492,499000
"6 Clyde Place, Camillo","Camillo",724,398000
"6 Coffs Bend, Secret Harbour","Secret Harbour",550,417500
"6 College Road, Gooseberry Hill","Gooseberry Hill",2121,710000
"6 Colo Court, Greenwood","Greenwood",689,538000
"6 Columba Place, Peppermint Grove","Peppermint Grove",744,1965000
"6 Commercial Road, Forrestdale","Forrestdale",2175,675000
"6 Condil Court, Karawara","Karawara",565,915000
"6 Congha Court, Hillman","Hillman",723,366000
"6 Conrad Way, Currambine","Currambine",714,712000
"6 Constitution Gardens, Bibra Lake","Bibra Lake",811,543000
"6 Contacio Cove, Trigg","Trigg",351,1300000
"6 Convallis Vista, The Vines","The Vines",359,450000
"6 Cook Close, Jarrahdale","Jarrahdale",800,389000
"6 Coolamine Close, Carramar","Carramar",600,455000
"6 Cooya Pass, Burns Beach","Burns Beach",544,1040000
"6 Copeland Drive, Redcliffe","Redcliffe",531,495000
"6 Corrigin Street, Southern River","Southern River",558,490000
"6 Cortona Grove, Sinagra","Sinagra",388,410000
"6 Corvette Way, Landsdale","Landsdale",446,430000
"6 Coston Place, Morley","Morley",820,475000
"6 Courthope Street, Kensington","Kensington",899,1625000
"6 Craig Street, Jarrahdale","Jarrahdale",1534,445000
"6 Craighall Turn, Madeley","Madeley",640,752000
"6 Crake Fairway, Gwelup","Gwelup",565,1155000
"6 Crosbie Crescent, Middle Swan","Middle Swan",782,320000
"6 Cukela Loop, Atwell","Atwell",301,455000
"6 Curlewis Drive, Baldivis","Baldivis",604,400000
"6 Cutten Place, Langford","Langford",559,419000
"6 Cygnus Parade, Waterford","Waterford",498,1388000
"6 Cypress Court, Thornlie","Thornlie",718,468000
"6 Dacelo Close, Churchlands","Churchlands",794,1205000
"6 Dania Close, Craigie","Craigie",701,480000
"6 Darby Place, Ascot","Ascot",318,465000
"6 Darch Street, Yokine","Yokine",812,820000
"6 Darel Close, Kenwick","Kenwick",325,390000
"6 Darrowby Place, Sawyers Valley","Sawyers Valley",2477,450000
"6 Darter Close, Beeliar","Beeliar",515,440000
"6 Darter Way, Maida Vale","Maida Vale",622,515000
"6 DAVEY ROAD, Mundijong","Mundijong",1001,450000
"6 David Street, Mount Pleasant","Mount Pleasant",422,780000
"6 Dawson Way, Parmelia","Parmelia",701,265000
"6 Dayana Court, Redcliffe","Redcliffe",539,480000
"6 Daylight Close, Beldon","Beldon",748,540000
"6 De Grey Court, Heathridge","Heathridge",317,220000
"6 De Grey Retreat, Jane Brook","Jane Brook",592,545000
"6 Dean Place, Lockridge","Lockridge",688,455000
"6 Deanmore Bend, Hammond Park","Hammond Park",577,645000
"6 Dearle Street, Hamilton Hill","Hamilton Hill",766,659000
"6 Deeside Road, Butler","Butler",640,472500
"6 Delamere Lane, Beaconsfield","Beaconsfield",277,880000
"6 Delbi Way, Helena Valley","Helena Valley",512,540000
"6 Dennison Drive, Ocean Reef","Ocean Reef",771,815000
"6 Denver Close, Currambine","Currambine",215,483000
"6 Denver Rise, High Wycombe","High Wycombe",550,420000
"6 Knutsford Street, Swanbourne","Swanbourne",348,1280000
"6 Dermer Road, Beaconsfield","Beaconsfield",500,655000
"6 Dianella Road, Hammond Park","Hammond Park",564,565000
"6 Dietes View, Sinagra","Sinagra",603,541000
"6 Doddington Way, Quinns Rocks","Quinns Rocks",743,688000
"6 Doepel Way, Wattle Grove","Wattle Grove",628,510000
"6 Domain Court, Greenmount","Greenmount",870,405000
"6 Domatia Boulevard, Bennett Springs","Bennett Springs",544,482000
"6 Dominion Way, Rockingham","Rockingham",580,530000
"6 Donavon Rise, Murdoch","Murdoch",731,725000
"6 Donegal Road, Floreat","Floreat",809,1450000
"6 Dotterel Way, East Cannington","East Cannington",429,532000
"6 Dowling Place, Orelia","Orelia",728,197000
"6 Draft Way, Alkimos","Alkimos",558,490000
"6 Driftwood Way, Bennett Springs","Bennett Springs",637,470000
"6 Dryden Crescent, Aveley","Aveley",525,465000
"6 Drysdale Street, Shelley","Shelley",690,769000
"6 Duncan Close, Parkwood","Parkwood",680,100000
"6 Dundee Close, Warnbro","Warnbro",728,325000
"6 Dunlin Way, Gwelup","Gwelup",573,1065000
"6 Dunrobin Drive, Ellenbrook","Ellenbrook",300,275000
"6 Dunster Way, Orelia","Orelia",710,340000
"6 Dupont Avenue, City Beach","City Beach",864,1375000
"6 Durant Way, Ellenbrook","Ellenbrook",495,380000
"6 Earl Court, Calista","Calista",964,300000
"6 Eden Mews, Kinross","Kinross",700,650000
"6 Edgewater Road, Salter Point","Salter Point",756,966000
"6 Edith Road, Safety Bay","Safety Bay",1052,830000
"6 Edward Street, Queens Park","Queens Park",478,417500
"6 Edwyna Street, Mosman Park","Mosman Park",512,1190000
"6 Elmore Way, High Wycombe","High Wycombe",521,630000
"6 Elworthy Place, Karrinyup","Karrinyup",486,670000
"6 Emerald Court, Maida Vale","Maida Vale",800,445000
"6 Empire Way, Thornlie","Thornlie",794,465000
"6 Emu Place, Yangebup","Yangebup",732,485000
"6 Enfield Turn, Carramar","Carramar",612,535000
"6 Epidote Vista, Wellard","Wellard",285,270000
"6 Esk Close, Craigie","Craigie",1300,540000
"6 Ethel Street, Watermans Bay","Watermans Bay",720,750000
"6 Europa Court, Kallaroo","Kallaroo",719,600000
"6 Evans Place, Padbury","Padbury",741,560000
"6 Fahey Court, Brookdale","Brookdale",453,315000
"6 Fairchild Drive, Baldivis","Baldivis",557,410000
"6 Fawcett Road, Byford","Byford",533,418000
"6 Fawcett Way, Warwick","Warwick",850,595000
"6 Featherstone Gardens, Butler","Butler",580,490000
"6 Feldman Crescent, Parkerville","Parkerville",2000,532500
"6 Felton Avenue, North Lake","North Lake",612,775000
"6 Ferdinand Crescent, Coolbellup","Coolbellup",768,530000
"6 Ficifolia Terrace, Jane Brook","Jane Brook",534,439000
"6 Field View, Bullsbrook","Bullsbrook",797,375000
"6 Finchley Rise, Mount Claremont","Mount Claremont",916,1780000
"6 Finchley Terrace, Joondalup","Joondalup",347,680000
"6 Finn Court, Singleton","Singleton",805,495000
"6 Finney Crescent, Marmion","Marmion",741,830000
"6 Fisherton Circuit, Kinross","Kinross",603,441000
"6 Fitch Rise, Willetton","Willetton",693,815000
"6 Flatbush Road, Hilbert","Hilbert",525,189000
"6 Florence Street, Rockingham","Rockingham",375,1350000
"6 Floribunda Avenue, Sorrento","Sorrento",902,820000
"6 Florida Drive, Landsdale","Landsdale",664,420000
"6 Ford Street, Woodbridge","Woodbridge",486,830000
"6 Fordham Avenue, Clarkson","Clarkson",450,372500
"6 Friendly Way, Marangaroo","Marangaroo",456,425000
"6 Fulmar Street, Stirling","Stirling",715,755000
"6 Furness Way, Koondoola","Koondoola",696,345000
"6 Fusus Lane, Jindalee","Jindalee",240,545000
"6 Gadsdon Street, Cottesloe","Cottesloe",270,2300000
"6 Gaffin Way, Kwinana Town Centre","Kwinana Town Centre",200,310000
"6 Galant Close, Kallaroo","Kallaroo",700,750000
"6 Galena Place, Carine","Carine",781,970000
"6 Gallinago Corner, Harrisdale","Harrisdale",608,515000
"6 Gambia Way, Beldon","Beldon",704,510000
"6 Gameson Way, Girrawheen","Girrawheen",744,355000
"6 Gaston Road, Secret Harbour","Secret Harbour",640,550000
"6 Gaunt Street, Eden Hill","Eden Hill",663,325000
"6 Gemina Avenue, Wattle Grove","Wattle Grove",460,480000
"6 Gemsarna Crescent, Kelmscott","Kelmscott",780,539500
"6 George Street, Belmont","Belmont",629,465000
"6 Germain Way, Lockridge","Lockridge",803,300000
"6 Giardino Way, Pearsall","Pearsall",613,523000
"6 Gibb Road, Waikiki","Waikiki",747,270000
"6 Gilbert Place, Willagee","Willagee",508,745000
"6 Gillon Street, Karawara","Karawara",956,520500
"6 Gledhill Way, Leeming","Leeming",735,757000
"6 Glencoe Place, Cooloongup","Cooloongup",692,340000
"6 Glick Road, Coolbinia","Coolbinia",832,1100000
"6 Global Avenue, Harrisdale","Harrisdale",631,615000
"6 Gordona Parade, Beeliar","Beeliar",545,585000
"6 Gosford Meander, Ashby","Ashby",599,515000
"6 Gould Place, Parmelia","Parmelia",558,280000
"6 Gradient Way, Beldon","Beldon",713,475000
"6 Greenlea Rise, Leeming","Leeming",740,950000
"6 Greig Court, Marmion","Marmion",722,845000
"6 Grevillea Crescent, Swan View","Swan View",2347,820000
"6 Greylock Meander, Madeley","Madeley",510,660000
"6 Griffin Close, Langford","Langford",562,558000
"6 Gumnut Close, Maida Vale","Maida Vale",1388,580000
"6 Hack Lane, Haynes","Haynes",290,170000
"6 Hackett Pass, Winthrop","Winthrop",525,670000
"6 Haig Street, Ashfield","Ashfield",451,465000
"6 Hamelin Drive, Ballajura","Ballajura",626,370000
"6 Hamlet Close, Beldon","Beldon",818,471000
"6 Hampden Close, Dianella","Dianella",629,825000
"6 Hargreaves Road, Coolbellup","Coolbellup",809,460000
"6 Harrison Way, Calista","Calista",809,305000
"6 Hartleap Lane, Beldon","Beldon",682,480000
"6 Hartwell Street, Coolbinia","Coolbinia",862,1095000
"6 Hassett Road, Roleystone","Roleystone",2315,465000
"6 Hawley Place, Marangaroo","Marangaroo",852,425000
"6 Hayward Street, Myaree","Myaree",469,510000
"6 Heath Street, Singleton","Singleton",820,390000
"6 Hendon Place, Wilson","Wilson",316,635000
"6 Hendon Way, Hamersley","Hamersley",729,450000
"6 Heron Court, High Wycombe","High Wycombe",732,375000
"6 Heyford Parade, Bertram","Bertram",478,339000
"6 Hickory Street, South Fremantle","South Fremantle",455,800000
"6 Hidcote Turn, Aubin Grove","Aubin Grove",540,450000
"6 Hilliger Turn, Jane Brook","Jane Brook",450,467000
"6 Hilltop Close, Mahogany Creek","Mahogany Creek",2001,575000
"6 Hirundo Place, Waterford","Waterford",441,1090000
"6 Hodges Street, Middle Swan","Middle Swan",248,242000
"6 Hollingsworth Way, Leeming","Leeming",717,680000
"6 Hollis Street, Samson","Samson",688,500000
"6 Holmesdale Road, Woodbridge","Woodbridge",442,350000
"6 Holywell Street, Middle Swan","Middle Swan",555,478000
