ADDRESS,BEDROOMS
"5 Duart Road, Trigg",3
"5 Dumbarton Crescent, Menora",4
"5 Duncan Lane, Willagee",3
"5 Duncan Place, Mahogany Creek",3
"5 Duncombe Grove, Quinns Rocks",3
"5 Dundas Road, Inglewood",3
"5 Dunster Way, Orelia",4
"5 Durnsford Way, Camillo",3
"5 Durs Place, Clarkson",4
"5 Dwyer Street, Karrinyup",3
"5 Eadie Court, Jandakot",4
"5 Earl Court, Calista",3
"5 Ecru Court, Southern River",4
"5 Edmonton Road, Canning Vale",4
"5 Einstein Way, Tapping",4
"5 Elbe Court, Beechboro",3
"5 Eldridge Grove, Cannington",3
"5 Ellis Court, Medina",2
"5 Elmton Court, Duncraig",4
"5 Elmwood Avenue, Woodlands",4
"5 Elswick Street, Safety Bay",3
"5 Elton Way, Ashby",4
"5 Empire Road, Carmel",3
"5 Enlie Lane, Warnbro",4
"5 Erica Court, Greenwood",3
"5 Erina Way, Ridgewood",4
"5 Esdale Lane, Hillarys",4
"5 Ethel Street, Guildford",3
"5 Eton Court, Bentley",4
"5 Eucla Mews, Stratton",3
"5 Evandale Street, Floreat",3
"5 Evans Street, Shenton Park",5
"5 Evelyn Road, Claremont",3
"5 Eyrean Way, Gwelup",4
"5 Fairford Way, Quinns Rocks",4
"5 Falcon Avenue, Churchlands",4
"5 Falke Court, Atwell",4
"5 Faro Way, Mindarie",4
"5 Featherstone Road, Orelia",4
"5 Federation Drive, Singleton",4
"5 Felgate Place, Warwick",4
"5 Fern Street, Swanbourne",4
"5 Ferndale Corner, Mindarie",4
"5 Ferntree Close, Thornlie",3
"5 Finch Mews, Serpentine",3
"5 Finchaven Street, Kensington",3
"5 Findlay Road, Leeming",4
"5 Finn Court, Singleton",4
"5 Fintry Close, Kinross",4
"5 First Avenue, Woodbridge",4
"5 Firth Court, Duncraig",5
"5 Fisher Street, Forrestdale",3
"5 Flanders Court, Greenmount",5
"5 Flinds Place, Lynwood",4
"5 Florida Drive, Landsdale",3
"5 Fogliani Loop, Sinagra",3
"5 Fontina Road, Spearwood",4
"5 Forestville Court, Kallaroo",3
"5 Formby Way, Bull Creek",4
"5 Forrest Road, Padbury",3
"5 Fourth Avenue, Bassendean",3
"5 Fox Close, Waikiki",3
"5 Foxton Way, Butler",4
"5 Fran Court, Merriwa",3
"5 Frederic Street, Koongamia",3
"5 Freeman Way, Marmion",4
"5 FROME WAY, Cooloongup",3
"5 Gabell Way, Koondoola",3
"5 Gaffin Way, Kwinana Town Centre",3
"5 Gairloch Street, Applecross",5
"5 Galileo Avenue, Tapping",4
"5 Gallop Street, Hilton",3
"5 Galway Place, Jane Brook",3
"5 Gannon Glen, Mundaring",4
"5 Garden Street, Cannington",3
"5 Gardiner Heights, Kinross",4
"5 Garnsworthy Grove, Stratton",3
"5 Garrut Way, Caversham",3
"5 Gaunt Street, Eden Hill",3
"5 Gear Court, Middle Swan",4
"5 Gemina Avenue, Wattle Grove",3
"5 Geneva Heights, Hocking",4
"5 Gibb Crescent, Westminster",3
"5 Gibson Street, Langford",4
"5 Gifford Mews, Currambine",4
"5 Gilba Close, Hillman",4
"5 Gillespie Court, Lockridge",3
"5 Gillett Drive, Kardinya",4
"5 Girraween Street, Armadale",3
"5 Glacier Way, Jandakot",3
"5 Glasnevin Court, Waterford",4
"5 Glasson Way, Darch",4
"5 Glen Ross Chase, Jane Brook",4
"5 Glencraig Crescent, Kinross",4
"5 Glenn Avenue, Mosman Park",4
"5 Glespin Cove, Kinross",4
"5 Glory Court, Karrinyup",3
"5 Godetia Gardens, Mount Claremont",4
"5 Goldfinch Loop, Woodvale",4
"5 Goldina Approach, Darch",4
"5 Goline Court, Hillman",3
"5 Gorman Place, Calista",4
"5 Gosford Meander, Ashby",4
"5 Gracetown Drive, Dianella",4
"5 Graphic Court, Beldon",4
"5 Gratwick Way, Koondoola",3
"5 Gray Court, Mahogany Creek",4
"5 Gray Street, Shenton Park",3
"5 Greenpark Road, Alexander Heights",4
"5 Gregory Street, Wembley",4
"5 Grenville Street, Tuart Hill",3
"5 Greygum Rise, Kenwick",4
"5 Gribble Road, Bull Creek",4
"5 Grover Way, Medina",2
"5 Gullane Court, Currambine",4
"5 Gum Grove, Guildford",3
"5 Gunby Link, The Vines",4
"5 Gurnard Road, Ferndale",3
"5 Guy Place, Melville",3
"5 Hackett Street, Bellevue",3
"5 Hagart Way, Lockridge",3
"5 Halcyon Way, Churchlands",5
"5 Harburn Court, Lockridge",3
"5 Harmony Parade, Singleton",4
"5 Harray Street, Hamersley",4
"5 Harrier Way, Beldon",4
"5 Harvey Street, Mosman Park",4
"5 Hasper Place, Marmion",3
"5 Hastie Close, Brookdale",4
"5 Hatfield Way, Booragoon",4
"5 Haven Way, Atwell",3
"5 Hawick Court, Warwick",3
"5 Haydock Lane, Henley Brook",4
"5 Hayfield Road, Southern River",4
"5 Haynes Road, Sorrento",4
"5 Healey Place, Gooseberry Hill",4
"5 Henley Park Rise, Pearsall",4
"5 Hester Street, Langford",3
"5 Highclere Boulevard, Marangaroo",3
"5 Highman Street, South Guildford",3
"5 Hill Place, Attadale",4
"5 Hillwater Promenade, Bennett Springs",4
"5 Hirundo Bend, Tapping",4
"5 Hirundo Place, Waterford",5
"5 Hodge Court, Marmion",4
"5 Hollypea Close, Churchlands",4
"5 Holmfirth Street, Menora",3
"5 Hope Avenue, Salter Point",4
"5 Hope Road, Ardross",4
"5 Horsham Crescent, Harrisdale",4
"5 Hotchkiss Close, Thornlie",5
"5 Hovea Crescent, City Beach",4
"5 Hudleston Rise, Alexander Heights",4
"5 Hull Court, Waikiki",4
"5 Huntingdon Mews, Ballajura",3
"5 Hurstford Close, Peppermint Grove",3
"5 Huxham Glen, Mount Helena",3
"5 Hydrangea Place, Alexander Heights",3
"5 Iceberg Way, Darch",3
"5 Illyarrie Way, Jane Brook",4
"5 Irene Place, Beldon",3
"5 Isaac Street, Hammond Park",4
"5 Isabella Crescent, Manning",3
"5 Itar Court, Marangaroo",3
"5 Ivanhoe Way, Camillo",3
"5 Jacolite Street, Darch",4
"5 Jade Street, Mount Richon",3
"5 Janet Street, Hazelmere",4
"5 Japonica Way, Murdoch",4
"5 Jaraba Avenue, Gooseberry Hill",4
"5 Jardine Pass, Bertram",4
"5 Jeavons Place, South Lake",4
"5 Jefferies Way, Leeming",4
"5 Jenkins Lane, Langford",4
"5 Jinda Road, Koongamia",3
"5 Jindabyne Street, Hilbert",3
"5 Jingella Mews, Viveash",4
"5 Jinkins Way, Madeley",4
"5 Jitti Court, South Guildford",3
"5 Johanson Promenade, Murdoch",4
"5 John Street, Northbridge",2
"5 Johnson Close, Winthrop",5
"5 Johnsonia Bend, Hammond Park",4
"5 Jordan Place, Wattle Grove",4
"5 Jordan Street, Haynes",4
"5 Josip Gaspar Close, Spearwood",4
"5 Jull Mews, Jane Brook",4
"5 Juno Place, Coolbellup",4
"5 Jutland Rise, Ocean Reef",4
"5 Jutland Way, The Vines",4
"5 Kail Place, Bertram",3
"5 Kalkite Close, Ballajura",4
"5 Kangaroo Entrance, Stratton",4
"5 Karda Way, Bertram",4
"5 Kardan Circuit, Karawara",6
"5 Karon Road, Iluka",4
"5 Karralea Way, Pearsall",4
"5 Karrivale Court, Pearsall",4
"5 Katrine Crescent, Joondalup",5
"5 Keane Street, Lesmurdie",5
"5 Keel Place, North Fremantle",5
"5 Keightly Corner, Jane Brook",4
"5 Kemp Court, Helena Valley",4
"5 Kennedy Street, Melville",3
"5 Kestrel Circle, Brookdale",4
"5 Keswick Way, Waikiki",4
"5 Kianga Crescent, Burns Beach",5
"5 Kiev Place, Dayton",3
"5 Kildare Place, Beldon",4
"5 Kilima Close, Stoneville",4
"5 Killaloe Place, Waterford",5
"5 King Street, Coogee",3
"5 Kinvara Way, Ridgewood",3
"5 Kirribilli Court, Kallaroo",4
"5 Kite Court, High Wycombe",5
"5 Klein Court, Winthrop",4
"5 Koolgoo Way, Koongamia",3
"5 Korara Close, Ocean Reef",4
"5 Kruseana Grove, Roleystone",4
"5 Kulana Way, Carramar",4
"5 KULLAROO COURT, Hillman",4
"5 Kurrajong Way, Camillo",3
"5 Kurrawa Way, Iluka",4
"5 Kybo Place, Ballajura",4
"5 La Mirada Avenue, Clarkson",4
"5 Lachlan Way, Bibra Lake",4
"5 Lagonda Drive, Gwelup",4
"5 Laigo Way, Hammond Park",4
"5 Lakeside Road, Churchlands",3
"5 Lambertia Crescent, High Wycombe",4
"5 Lamperd Mews, Murdoch",4
"5 Lancely Way, Mirrabooka",4
"5 Langridge Crescent, Orelia",3
"5 Lantern Way, Clarkson",4
"5 Larissa Court, Ballajura",3
"5 Latiano Green, Secret Harbour",4
"5 Lautrec Loop, Ashby",4
"5 Laverick Street, Haynes",4
"5 Le Grand Gardens, Marangaroo",3
"5 le Souef Street, Maddington",4
"5 Leach Street, Marmion",5
"5 Leasham Court, Medina",4
"5 Leatherwood RIse, South Lake",4
"5 Leawood Crescent, Boya",5
"5 Lee Place, Noranda",4
"5 Leicester Street, Leederville",3
"5 Leiden Place, Forrestfield",4
"5 Leigh Place, Girrawheen",3
"5 Lemon Street, Wilson",3
"5 Liddington Court, Gwelup",5
"5 Limerick Place, Waterford",5
"5 Limpet Court, Mullaloo",5
"5 Lindley Street, Embleton",3
"5 Linwood Close, Tapping",4
"5 Liriope Parkway, Sinagra",5
"5 Little River Cove, Jane Brook",4
"5 Liverpool Street, Shoalwater",4
"5 Lockeport Approach, Madeley",4
"5 Lockwood Court, Bicton",3
"5 Lombardy Crescent, Caversham",3
"5 Lombardy Street, Woodlands",4
"5 Lords Court, Madeley",4
"5 Louisa Street, South Fremantle",4
"5 Ludgate Way, Gwelup",4
"5 Lundy Cove, Kiara",4
"5 Madden Way, Brentwood",3
"5 Malibu Entrance, Iluka",4
"5 Mannaw Place, Hillman",3
"5 Manning Avenue, Gosnells",4
"5 Margaret Street, Ashfield",3
"5 Marich Cove, Atwell",4
"5 Markaling Close, Hillman",4
"5 Maroonah Road, Golden Bay",4
"5 Marquis Street, Mount Helena",4
"5 Marra Lane, Quinns Rocks",4
"5 Marshall Way, Samson",4
"5 Marvell Avenue, Spearwood",4
"5 Mary Street, Watermans Bay",5
"5 Masters Place, Marangaroo",4
"5 Matisse Street, Ashby",4
"5 Matuka Mews, Maida Vale",4
"5 Maydwell Way, Calista",3
"5 McCombe Avenue, Samson",4
"5 McCowan Street, Kenwick",3
"5 Mcdermott Road, Kwinana Town Centre",3
"5 McNeil Grove, Jarrahdale",4
"5 McPherson Street, Menora",4
"5 Meadowbank Terrace, South Lake",4
"5 Meelah Road, City Beach",4
"5 Meelup Way, Ridgewood",4
"5 Meenaar Crescent, Coolbinia",3
"5 Meere Lane, Clarkson",3
"5 Melita Mews, Ballajura",4
"5 Mercer Road, Riverton",4
"5 Meredith Way, Koondoola",4
"5 Merida Turn, Seville Grove",4
"5 Merlin Close, Camillo",3
"5 Mermaid Terrace, Singleton",4
"5 Mermaid Way, Heathridge",4
"5 Miami Link, Langford",4
"5 Mignonette Street, North Perth",2
"5 Mileti Road, Lesmurdie",3
"5 Milford Green, Mindarie",4
"5 Millcroft Elbow, Jandakot",4
"5 Miller Avenue, Redcliffe",3
"5 Millfarm Close, Padbury",4
"5 Millgate Road, Balga",4
"5 Millgrove Avenue, Cooloongup",3
"5 Milverton Loop, Leda",3
"5 Miramare Boulevard, Currambine",4
"5 Mirbelia Street, Hammond Park",3
"5 Mirria Way, Mount Nasura",3
"5 Mirror Lane, Ascot",4
"5 Mitchell Street, Wooroloo",3
"5 Mitra Loop, Bennett Springs",4
"5 Mofflin Street, Samson",4
"5 Moldern Place, Huntingdale",3
"5 Monarch Way, Wattle Grove",4
"5 Monstera Court, Alexander Heights",4
"5 Montana Crescent, Dayton",3
"5 Montego Close, Safety Bay",4
"5 Monticello Meander, Landsdale",5
"5 Moorhead Way, Koondoola",3
"5 Morelia Crescent, Harrisdale",4
"5 Moresby Close, Bibra Lake",4
"5 Morfontaine Parade, Port Kennedy",4
"5 Morgan Road, Seville Grove",4
"5 Mount Park Way, Canning Vale",4
"5 Mudlark Close, Langford",4
"5 Mundanup Close, Kelmscott",4
"5 Munja Street, Golden Bay",5
"5 Musgrove Crescent, Boya",3
"5 Mustang Drive, Henley Brook",4
"5 Myaree Way, Duncraig",3
"5 Nadell Court, Mount Helena",3
"5 Nairn Road, Bickley",2
"5 Nambi Way, Harrisdale",3
"5 Nancy Way, Coogee",4
"5 Nantellis Road, Martin",4
"5 Narla Place, Koongamia",2
"5 Narrabeen Place, Kallaroo",4
"5 Narrier Close, South Guildford",4
"5 Narwood Place, Midvale",3
"5 Nash Street, Daglish",3
"5 Nathaniel Way, Orelia",3
"5 Natica Place, Mullaloo",3
"5 Nawa Rise, Coogee",4
"5 Neale Place, Cooloongup",3
"5 Nealie Close, Mirrabooka",4
"5 Newbold Street, White Gum Valley",3
"5 Ninda Road, Shoalwater",3
"5 Ninth Road, Brookdale",4
"5 Nocturne Rise, Bullsbrook",4
"5 Noel Street, Helena Valley",3
"5 Noonan Road, Caversham",4
"5 Northampton Street, East Victoria Park",3
"5 Nowranie Place, Hillman",3
"5 Nutley Street, Maddington",4
"5 Oldham Street, Hillarys",4
"5 Ommanney Street, Hamilton Hill",3
"5 Onyx Road, Mount Richon",4
"5 Orchid Pass, Thornlie",4
"5 Orient Street, South Fremantle",4
"5 Orient Way, Bertram",4
"5 Oriole Gardens, Bennett Springs",4
"5 Orono Alley, Wellard",3
"5 Orrong Place, Kewdale",3
"5 Osprey Drive, Yangebup",4
"5 Osprey Grove, Edgewater",4
"5 Ostling Avenue, Bertram",4
"5 Otunic Way, Madeley",4
"5 Otway Place, Shoalwater",2
"5 Otway Street, Swanbourne",5
"5 Owen Place, Hamersley",4
"5 Owen Road, Parkerville",3
"5 Paddington Court, Bibra Lake",6
"5 Palmerose Court, North Lake",4
"5 Paperheath Parade, Churchlands",4
"5 Papillon Road, Success",4
"5 Parakeela Grove, Maddington",4
"5 Park Lane, Alexander Heights",3
"5 Park View Green, Churchlands",4
"5 Parkview Gardens, Helena Valley",4
"5 Pascoe Retreat, Merriwa",4
"5 Patang Vista, Iluka",4
"5 Patenier Street, Ashby",4
"5 Patonga Road, City Beach",4
"5 Paul Way, Orelia",3
"5 Peake Way, Medina",3
"5 Pearce Street, Quinns Rocks",2
"5 Pearl Court, Maida Vale",4
"5 Pedalstone Drive, Southern River",4
"5 Pennell Street, Chidlow",4
"5 Pennine Pass, Merriwa",3
"5 Percheron Entrance, Stratton",4
"5 Peridot Parkway, Byford",4
"5 Perissa Road, Iluka",5
"5 Perren Place, East Cannington",3
"5 Pexton Drive, South Guildford",3
"5 Piesse Way, Helena Valley",3
"5 Pilbara Crescent, Jane Brook",3
"5 Pinaster Street, Menora",4
"5 Pine Street, Menora",4
"5 Pipit Lane, Joondalup",1
"5 Plane Court, Beldon",3
"5 Platte Way, Beechboro",3
"5 Plume Court, Lesmurdie",4
"5 Porter Street, Gwelup",2
"5 Portland Mews, Bennett Springs",4
"5 Portland Way, Ridgewood",4
"5 Portofino Turn, Ellenbrook",3
"5 Portrush Way, Mindarie",4
"5 Portsea Gardens, Jandakot",3
"5 Portsea Rise, Mosman Park",4
"5 Prichard Road, Greenmount",3
"5 Pricklybark Street, Harrisdale",4
"5 Princeville Tor, Connolly",4
"5 Privet Pass, Bennett Springs",3
"5 Prunus Place, Helena Valley",4
"5 Pulford Close, Huntingdale",4
"5 Pulo Road, Brentwood",4
"5 Pyrite Court, Forrestfield",4
"5 Quebec Road, Woodbridge",3
"5 Raby Court, Cooloongup",3
"5 Radiance Link, Atwell",3
"5 Radici Link, Sinagra",3
"5 Ramsay Close, Noranda",4
"5 Range Way, Bertram",4
"5 Ranger Trail, Edgewater",4
"5 Read Avenue, Mosman Park",4
"5 Redgate Court, Kiara",4
"5 Redmond Road, Hamilton Hill",3
"5 Reed Close, Thornlie",4
"5 Reeves Place, Swan View",4
"5 Renou Way, Bateman",4
"5 Rhone Place, Beechboro",4
"5 Rhyder Court, Murdoch",4
"5 Rhyl Close, Warnbro",4
"5 Rickett Street, Haynes",4
"5 Ridley Street, Aveley",4
"5 Rigoll Court, Mundijong",3
"5 Ringrose Heights, Landsdale",4
"5 Ritter Approach, Piara Waters",4
"5 River Fig Place, Alexander Heights",3
"5 Riverina Drive, Ellenbrook",3
"5 Riviera Court, Connolly",5
"5 Robbins Place, Winthrop",8
"5 Robertson Place, Bibra Lake",4
"5 Robin Street, Menora",4
"5 Rocklands Loop, Carramar",4
"5 Rolland Court, Leeming",4
"5 Rosemary Avenue, Darch",5
"5 Rosher Road, Lockridge",3
"5 Roudnice Lane, Champion Lakes",3
"5 Rubens Bend, Ashby",4
"5 Rudge Place, Lockridge",3
"5 Rum Link, Byford",4
"5 Rushmore Loop, Baldivis",4
"5 Ruskin Way, Southern River",4
"5 Ryan Court, Midland",3
"5 Ryde Lane, High Wycombe",4
"5 Salata Place, Duncraig",4
"5 Saligna Bend, Wattle Grove",4
"5 Salina Way, Yangebup",4
"5 San Remo Vista, Ellenbrook",4
"5 Sandpiper Loop, Yangebup",3
"5 Sandrigo Way, Stirling",4
"5 Sanford Court, Lockridge",3
"5 Sanguine Way, Atwell",4
"5 Sapling Way, Hocking",4
"5 Sarda Lane, Jindalee",4
"5 Sauvignon Avenue, The Vines",4
"5 Sayer Street, Swanbourne",4
"5 Scamills Road, Pearsall",4
"5 Scarcliffe Way, Carine",3
"5 Schacht Court, Myaree",3
"5 Schonell Way, Piara Waters",4
"5 Seacrest Street, Safety Bay",3
"5 Seahorse Rise, Ballajura",3
"5 Seaview Drive, Singleton",4
"5 Sedge Place, Duncraig",4
"5 Senegal Grove, Warnbro",4
"5 Senior Court, Mundijong",2
"5 Serrata Crescent, Ferndale",3
"5 Seton Lane, Kinross",3
"5 Seurat Loop, Ashby",4
"5 Shaftesbury Way, Wellard",4
"5 Shanklin Court, Wellard",4
"5 Shasta Road, Lesmurdie",3
"5 Sheoak Close, Beechboro",5
"5 Sheriff Circuit, Wattle Grove",4
"5 Sherlock Rise, Carramar",4
"5 Shetland Drive, Henley Brook",4
"5 Silich Court, Mundijong",3
"5 Silvergum Close, Stirling",3
"5 Simla Place, Caversham",4
"5 Simmental Vale, Stratton",4
"5 Simon Place, City Beach",4
"5 Simper Crescent, White Gum Valley",3
"5 Sisley Approach, Tapping",4
"5 Skytown Place, Queens Park",3
"5 Slate Way, Eglinton",3
"5 Soldiers Road, Roleystone",3
"5 Songlark Place, Huntingdale",3
"5 Sophia Grove, Roleystone",3
"5 Sophia Street, Bellevue",2
"5 Sperry Court, Ferndale",4
"5 Spring Road, Parkerville",3
"5 St James Approach, Iluka",4
"5 St John Road, Wattle Grove",4
"5 St Joseph Close, Stirling",4
"5 Staunton Grove, Mirrabooka",4
"5 Staunton Vale, Carramar",4
"5 Stead Street, Maddington",3
"5 Stenton Corner, Leeming",4
"5 Stevenson Way, Willetton",4
"5 Stewartby Crescent, Viveash",4
"5 Stokesay Street, Orelia",4
"5 Stormbird Loop, Currambine",4
"5 Stott Place, Bull Creek",3
"5 Stratford Road, Bertram",3
"5 Stuart Street, Greenmount",3
"5 Stylis Place, Bennett Springs",4
"5 Styne Road, City Beach",4
"5 Sudley Lane, Ellenbrook",4
"5 Summershill Gate, Kenwick",4
"5 Summerton Road, Medina",4
"5 Sunbird Place, Ocean Reef",4
"5 Sunbird Way, Gwelup",4
"5 Sunshine Place, Bibra Lake",4
"5 Swan Road, Mahogany Creek",3
"5 Swansea Promenade, Mindarie",4
"5 Swifts Street, Greenwood",3
"5 Sylvan Court, Singleton",4
"5 Syred Way, Ellenbrook",4
"5 Tack Place, Ocean Reef",4
"5 Taittinger Grove, The Vines",5
"5 Tamar Lane, Currambine",4
"5 Tanner Street, Middle Swan",3
"5 Tarrant Way, Bateman",4
"5 Terrigal Pass, Tapping",4
"5 THAMES WAY, Warnbro",4
"5 The Boulevarde, Mount Hawthorn",2
"5 The Cove, Ballajura",4
"5 The Grove, Wembley",4
"5 The Outlook, Coogee",4
"5 The Spit, Kallaroo",6
"5 Thetis Terrace, Ellenbrook",4
"5 Thiele Road, Banksia Grove",4
"5 Thornbill Road, Huntingdale",4
"5 Throssell Road, Greenmount",4
"5 Throwley Avenue, Butler",3
"5 Tiller Road, Ocean Reef",4
"5 Tindarra Close, Kenwick",3
"5 Tintagel Court, City Beach",4
"5 Titicaca Court, Joondalup",4
"5 Tiwi Court, Iluka",4
"5 Tondoon Bend, Aveley",4
"5 Tongaroo Boulevard, Success",4
"5 Topaz Court, Mount Richon",4
"5 Torridon Street, Ardross",5
"5 Tortoise Street, Alkimos",4
"5 Tottenham Street, Chidlow",4
"5 Toulouse Way, Port Kennedy",4
"5 Towarda Way, Wanneroo",3
"5 Towerhill Court, Darlington",4
"5 Trafford Court, Craigie",3
"5 Tranmere Place, Craigie",5
"5 Transom Way, Ocean Reef",5
"5 Trona Place, Forrestfield",3
"5 Troon Way, Success",4
"5 Tulsa Court, Mindarie",4
"5 Tulum Approach, Iluka",4
"5 Tuomey Follow, Baldivis",4
"5 Tuross Place, Ridgewood",5
"5 Turstin Glen, Kiara",4
"5 Turton Street, Guildford",3
"5 Tweed Crescent, Coolbinia",3
"5 Unnaro Street, Hillman",4
"5 Valdez Way, Port Kennedy",4
"5 Valkyrie Place, Two Rocks",4
"5 Valmae Road, Riverton",5
"5 Vance Place, Bull Creek",4
"5 Verdello Way, Pearsall",3
"5 Vernon Gough Drive, Baldivis",4
"5 Verona Street, Hocking",4
"5 Verona Street, Stirling",5
"5 Verve Court, Marmion",5
"5 Vickridge Close, Beaconsfield",3
"5 View Court, Edgewater",5
"5 Vilamour Close, Currambine",4
"5 Vilberie Close, Kiara",4
"5 Vista Drive, Parkerville",4
"5 Vista Street, Kensington",4
"5 Vitis Chase, Ashby",3
"5 Volante Elbow, Ocean Reef",4
"5 Voyager Link, Ellenbrook",4
"5 Wadham Link, Piara Waters",3
"5 Wagstaff Road, Redcliffe",5
"5 Walgreen Crescent, Calista",3
"5 Walich Place, South Guildford",3
"5 Walsall Turn, Hocking",4
"5 Wambiri Court, Jane Brook",4
"5 Wanderer Parkway, Baldivis",5
"5 Wanliss Street, Jarrahdale",4
"5 Warragul Glade, Jandakot",4
"5 Warreen Place, City Beach",4
"5 Warri Road, City Beach",3
"5 Waterloo Road, Cooloongup",4
"5 Waterside Retreat, Wilson",3
"5 Waterston Gardens, Hillarys",4
"5 Watervista Close, The Vines",3
"5 Watling Avenue, Lynwood",3
"5 Wattlebird Place, Brookdale",4
"5 Webber Street, Willagee",4
"5 Weetman Cove, Cannington",3
"5 Weld Street, Rockingham",4
"5 Wendo Court, Hillman",3
"5 Wescap Rise, Merriwa",4
"5 Wessex Street, Carine",4
"5 Westerway Terrace, North Lake",4
"5 Westport Parade, Darch",5
"5 Westview Place, Darlington",3
"5 Wexford Court, Waterford",3
"5 Whitewater Lookout, Iluka",5
"5 Whitland Street, Butler",3
"5 Whitworth Place, Dianella",4
"5 Wiggins Road, Orelia",3
"5 Wilde Street, Embleton",4
"5 Willcock Avenue, Daglish",2
"5 William Street, Wattle Grove",4
"5 Wimbledon Street, Bertram",4
"5 Wing Court, Maylands",4
"5 Winifred Street, Mosman Park",2
"5 Wishbone Drive, South Guildford",4
"5 Wisteria Way, Ferndale",4
"5 Witney Place, Leeming",5
"5 Witts Lane, Kwinana Town Centre",3
"5 Wolya Way, Westminster",3
"5 Woodbine Loop, Tapping",4
"5 Woodfield Close, Mount Helena",5
"5 Woodford Court, Koondoola",3
"5 Woodlands Street, Menora",3
"5 Woodlands Way, Jandakot",3
"5 Woolf Court, North Lake",3
"5 Woonan Place, Karawara",4
"5 WUNANGA Road, Dayton",3
"5 Wundu Entrance, South Guildford",4
"5 Wyman Court, Girrawheen",3
"5 Yalgar Place, Lockridge",3
"5 Yalgoo Avenue, White Gum Valley",3
"5 Yallambee Place, Karawara",5
"5 Yandella Promenade, Tapping",4
"5 Yonga Way, South Guildford",4
"5 Yongara Mews, Viveash",4
"5 Yoorn Way, Bertram",4
"5 Zircon Court, Carine",4
"5 Zurich Fairway, Hocking",4
"5/1 Acapulco Road, Safety Bay",3
"5/1 Brumby Avenue, Henley Brook",4
"5/1 Cottrill Street, Alfred Cove",3
"5/1 Pemberton Boulevard, Baldivis",3
"5/1 Tricia Court, Shelley",3
"5/11 Altona Street, West Perth",2
"5/11 Angove Drive, Hillarys",2
"5/11 Elvire Street, Viveash",3
"5/11 Hislop Road, Attadale",2
"5/13 Jersey Street, Jolimont",3
"5/138 Gibbs Street, East Cannington",3
"5/138a Queens Road, South Guildford",4
"5/14 Little Walcott Street, North Perth",2
"5/15 Morgan Street, Cannington",3
"5/15 Stone Street, South Perth",1
"5/15 Turner Place, Kelmscott",3
"5/156 South Street, White Gum Valley",3
"5/166 Melville Parade, Como",3
"5/166 Seventh Avenue, Inglewood",3
"5/17 Craig Street, Mundaring",2
"5/17 Normanby Road, Inglewood",2
"5/173 George Street, Queens Park",3
"5/174 Collier Road, Embleton",3
"5/18 Waterloo Street, Joondanna",3
"5/18 Whinhill Loop, Baldivis",3
"5/181 Tyler Street, Tuart Hill",3
