ADDRESS,LAND_AREA
"5 Paul Way, Orelia",728
"5 Peake Way, Medina",913
"5 Pearce Street, Quinns Rocks",923
"5 Pearl Court, Maida Vale",741
"5 Pedalstone Drive, Southern River",769
"5 Pennell Street, Chidlow",1702
"5 Pennine Pass, Merriwa",522
"5 Percheron Entrance, Stratton",511
"5 Peridot Parkway, Byford",460
"5 Perissa Road, Iluka",600
"5 Perren Place, East Cannington",655
"5 Pexton Drive, South Guildford",476
"5 Piesse Way, Helena Valley",278
"5 Pilbara Crescent, Jane Brook",752
"5 Pinaster Street, Menora",721
"5 Pine Street, Menora",811
"5 Pipit Lane, Joondalup",503
"5 Plane Court, Beldon",802
"5 Platte Way, Beechboro",700
"5 Plume Court, Lesmurdie",960
"5 Porter Street, Gwelup",749
"5 Portland Mews, Bennett Springs",607
"5 Portland Way, Ridgewood",576
"5 Portofino Turn, Ellenbrook",450
"5 Portrush Way, Mindarie",394
"5 Portsea Gardens, Jandakot",495
"5 Portsea Rise, Mosman Park",570
"5 Prichard Road, Greenmount",442
"5 Pricklybark Street, Harrisdale",443
"5 Princeville Tor, Connolly",998
"5 Privet Pass, Bennett Springs",300
"5 Prunus Place, Helena Valley",1004
"5 Pulford Close, Huntingdale",630
"5 Pulo Road, Brentwood",733
"5 Pyrite Court, Forrestfield",600
"5 Quebec Road, Woodbridge",1012
"5 Raby Court, Cooloongup",688
"5 Radiance Link, Atwell",270
"5 Radici Link, Sinagra",569
"5 Ramsay Close, Noranda",698
"5 Range Way, Bertram",543
"5 Ranger Trail, Edgewater",694
"5 Read Avenue, Mosman Park",685
"5 Redgate Court, Kiara",564
"5 Redmond Road, Hamilton Hill",425
"5 Reed Close, Thornlie",681
"5 Reeves Place, Swan View",927
"5 Renou Way, Bateman",733
"5 Rhone Place, Beechboro",734
"5 Rhyder Court, Murdoch",341
"5 Rhyl Close, Warnbro",746
"5 Rickett Street, Haynes",478
"5 Ridley Street, Aveley",709
"5 Rigoll Court, Mundijong",894
"5 Ringrose Heights, Landsdale",622
"5 Ritter Approach, Piara Waters",541
"5 River Fig Place, Alexander Heights",639
"5 Riverina Drive, Ellenbrook",458
"5 Riviera Court, Connolly",988
"5 Robbins Place, Winthrop",720
"5 Robertson Place, Bibra Lake",769
"5 Robin Street, Menora",1156
"5 Rocklands Loop, Carramar",525
"5 Rolland Court, Leeming",741
"5 Rosemary Avenue, Darch",540
"5 Rosher Road, Lockridge",728
"5 Roudnice Lane, Champion Lakes",348
"5 Rubens Bend, Ashby",506
"5 Rudge Place, Lockridge",371
"5 Rum Link, Byford",582
"5 Rushmore Loop, Baldivis",576
"5 Ruskin Way, Southern River",540
"5 Ryan Court, Midland",599
"5 Ryde Lane, High Wycombe",510
"5 Salata Place, Duncraig",737
"5 Saligna Bend, Wattle Grove",546
"5 Salina Way, Yangebup",575
"5 San Remo Vista, Ellenbrook",495
"5 Sandpiper Loop, Yangebup",700
"5 Sandrigo Way, Stirling",406
"5 Sanford Court, Lockridge",377
"5 Sanguine Way, Atwell",702
"5 Sapling Way, Hocking",680
"5 Sarda Lane, Jindalee",375
"5 Sauvignon Avenue, The Vines",814
"5 Sayer Street, Swanbourne",1011
"5 Scamills Road, Pearsall",553
"5 Scarcliffe Way, Carine",443
"5 Schacht Court, Myaree",395
"5 Schonell Way, Piara Waters",462
"5 Seacrest Street, Safety Bay",809
"5 Seahorse Rise, Ballajura",429
"5 Seaview Drive, Singleton",570
"5 Sedge Place, Duncraig",683
"5 Senegal Grove, Warnbro",630
"5 Senior Court, Mundijong",2040
"5 Serrata Crescent, Ferndale",716
"5 Seton Lane, Kinross",621
"5 Seurat Loop, Ashby",608
"5 Shaftesbury Way, Wellard",582
"5 Shanklin Court, Wellard",577
"5 Shasta Road, Lesmurdie",2392
"5 Sheoak Close, Beechboro",667
"5 Sheriff Circuit, Wattle Grove",601
"5 Sherlock Rise, Carramar",604
"5 Shetland Drive, Henley Brook",693
"5 Silich Court, Mundijong",900
"5 Silvergum Close, Stirling",535
"5 Simla Place, Caversham",510
"5 Simmental Vale, Stratton",510
"5 Simon Place, City Beach",996
"5 Simper Crescent, White Gum Valley",682
"5 Sisley Approach, Tapping",608
"5 Skytown Place, Queens Park",739
"5 Slate Way, Eglinton",225
"5 Soldiers Road, Roleystone",2057
"5 Songlark Place, Huntingdale",506
"5 Sophia Grove, Roleystone",2133
"5 Sophia Street, Bellevue",728
"5 Sperry Court, Ferndale",680
"5 Spring Road, Parkerville",1546
"5 St James Approach, Iluka",702
"5 St John Road, Wattle Grove",567
"5 St Joseph Close, Stirling",689
"5 Staunton Grove, Mirrabooka",615
"5 Staunton Vale, Carramar",601
"5 Stead Street, Maddington",792
"5 Stenton Corner, Leeming",814
"5 Stevenson Way, Willetton",725
"5 Stewartby Crescent, Viveash",810
"5 Stokesay Street, Orelia",535
"5 Stormbird Loop, Currambine",476
"5 Stott Place, Bull Creek",598
"5 Stratford Road, Bertram",391
"5 Stuart Street, Greenmount",656
"5 Stylis Place, Bennett Springs",519
"5 Styne Road, City Beach",736
"5 Sudley Lane, Ellenbrook",300
"5 Summershill Gate, Kenwick",535
"5 Summerton Road, Medina",765
"5 Sunbird Place, Ocean Reef",829
"5 Sunbird Way, Gwelup",657
"5 Sunshine Place, Bibra Lake",707
"5 Swan Road, Mahogany Creek",1164
"5 Swansea Promenade, Mindarie",340
"5 Swifts Street, Greenwood",807
"5 Sylvan Court, Singleton",753
"5 Syred Way, Ellenbrook",416
"5 Tack Place, Ocean Reef",1067
"5 Taittinger Grove, The Vines",1801
"5 Tamar Lane, Currambine",613
"5 Tanner Street, Middle Swan",503
"5 Tarrant Way, Bateman",710
"5 Terrigal Pass, Tapping",606
"5 THAMES WAY, Warnbro",476
"5 The Boulevarde, Mount Hawthorn",452
"5 The Cove, Ballajura",784
"5 The Grove, Wembley",737
"5 The Outlook, Coogee",976
"5 The Spit, Kallaroo",926
"5 Thetis Terrace, Ellenbrook",567
"5 Thiele Road, Banksia Grove",507
"5 Thornbill Road, Huntingdale",624
"5 Throssell Road, Greenmount",2000
"5 Throwley Avenue, Butler",396
"5 Tiller Road, Ocean Reef",805
"5 Tindarra Close, Kenwick",503
"5 Tintagel Court, City Beach",1110
"5 Titicaca Court, Joondalup",611
"5 Tiwi Court, Iluka",651
"5 Tondoon Bend, Aveley",640
"5 Tongaroo Boulevard, Success",510
"5 Topaz Court, Mount Richon",2464
"5 Torridon Street, Ardross",916
"5 Tortoise Street, Alkimos",450
"5 Tottenham Street, Chidlow",1519
"5 Toulouse Way, Port Kennedy",726
"5 Towarda Way, Wanneroo",774
"5 Towerhill Court, Darlington",2277
"5 Trafford Court, Craigie",504
"5 Tranmere Place, Craigie",708
"5 Transom Way, Ocean Reef",794
"5 Trona Place, Forrestfield",658
"5 Troon Way, Success",634
"5 Tulsa Court, Mindarie",926
"5 Tulum Approach, Iluka",589
"5 Tuomey Follow, Baldivis",516
"5 Tuross Place, Ridgewood",524
"5 Turstin Glen, Kiara",528
"5 Turton Street, Guildford",533
"5 Tweed Crescent, Coolbinia",739
"5 Unnaro Street, Hillman",683
"5 Valdez Way, Port Kennedy",633
"5 Valkyrie Place, Two Rocks",810
"5 Valmae Road, Riverton",429
"5 Vance Place, Bull Creek",683
"5 Verdello Way, Pearsall",300
"5 Vernon Gough Drive, Baldivis",696
"5 Verona Street, Hocking",555
"5 Verona Street, Stirling",520
"5 Verve Court, Marmion",483
"5 Vickridge Close, Beaconsfield",200
"5 View Court, Edgewater",693
"5 Vilamour Close, Currambine",764
"5 Vilberie Close, Kiara",477
"5 Vista Drive, Parkerville",1919
"5 Vista Street, Kensington",442
"5 Vitis Chase, Ashby",246
"5 Volante Elbow, Ocean Reef",817
"5 Voyager Link, Ellenbrook",637
"5 Wadham Link, Piara Waters",319
"5 Wagstaff Road, Redcliffe",450
"5 Walgreen Crescent, Calista",769
"5 Walich Place, South Guildford",454
"5 Walsall Turn, Hocking",580
"5 Wambiri Court, Jane Brook",700
"5 Wanderer Parkway, Baldivis",519
"5 Wanliss Street, Jarrahdale",1011
"5 Warragul Glade, Jandakot",500
"5 Warreen Place, City Beach",846
"5 Warri Road, City Beach",829
"5 Waterloo Road, Cooloongup",692
"5 Waterside Retreat, Wilson",489
"5 Waterston Gardens, Hillarys",932
"5 Watervista Close, The Vines",255
"5 Watling Avenue, Lynwood",693
"5 Wattlebird Place, Brookdale",544
"5 Webber Street, Willagee",717
"5 Weetman Cove, Cannington",292
"5 Weld Street, Rockingham",333
"5 Wendo Court, Hillman",683
"5 Wescap Rise, Merriwa",679
"5 Wessex Street, Carine",900
"5 Westerway Terrace, North Lake",631
"5 Westport Parade, Darch",601
"5 Westview Place, Darlington",1934
"5 Wexford Court, Waterford",752
"5 Whitewater Lookout, Iluka",730
"5 Whitland Street, Butler",411
"5 Whitworth Place, Dianella",736
"5 Wiggins Road, Orelia",729
"5 Wilde Street, Embleton",320
"5 Willcock Avenue, Daglish",649
"5 William Street, Wattle Grove",480
"5 Wimbledon Street, Bertram",586
"5 Wing Court, Maylands",392
"5 Winifred Street, Mosman Park",454
"5 Wishbone Drive, South Guildford",658
"5 Wisteria Way, Ferndale",688
"5 Witney Place, Leeming",779
"5 Witts Lane, Kwinana Town Centre",204
"5 Wolya Way, Westminster",632
"5 Woodbine Loop, Tapping",660
"5 Woodfield Close, Mount Helena",2000
"5 Woodford Court, Koondoola",692
"5 Woodlands Street, Menora",732
"5 Woodlands Way, Jandakot",350
"5 Woolf Court, North Lake",781
"5 Woonan Place, Karawara",703
"5 WUNANGA Road, Dayton",315
"5 Wundu Entrance, South Guildford",642
"5 Wyman Court, Girrawheen",726
"5 Yalgar Place, Lockridge",368
"5 Yalgoo Avenue, White Gum Valley",560
"5 Yallambee Place, Karawara",777
"5 Yandella Promenade, Tapping",603
"5 Yonga Way, South Guildford",540
"5 Yongara Mews, Viveash",561
"5 Yoorn Way, Bertram",662
"5 Zircon Court, Carine",729
"5 Zurich Fairway, Hocking",527
"5/1 Acapulco Road, Safety Bay",245
"5/1 Brumby Avenue, Henley Brook",324
"5/1 Cottrill Street, Alfred Cove",266
"5/1 Pemberton Boulevard, Baldivis",283
"5/1 Tricia Court, Shelley",317
"5/11 Altona Street, West Perth",129
"5/11 Angove Drive, Hillarys",238
"5/11 Elvire Street, Viveash",255
"5/11 Hislop Road, Attadale",945
"5/13 Jersey Street, Jolimont",202
"5/138 Gibbs Street, East Cannington",267
"5/138a Queens Road, South Guildford",333
"5/14 Little Walcott Street, North Perth",981
"5/15 Morgan Street, Cannington",230
"5/15 Stone Street, South Perth",1495
"5/15 Turner Place, Kelmscott",259
"5/156 South Street, White Gum Valley",385
"5/166 Melville Parade, Como",352
"5/166 Seventh Avenue, Inglewood",125
"5/17 Craig Street, Mundaring",246
"5/17 Normanby Road, Inglewood",2015
"5/173 George Street, Queens Park",202
"5/174 Collier Road, Embleton",400
"5/18 Waterloo Street, Joondanna",2135
"5/18 Whinhill Loop, Baldivis",202
"5/181 Tyler Street, Tuart Hill",2125
"5/19 Bulrush Drive, Bibra Lake",161
"5/198 Hamilton Road, Spearwood",209
"5/2 Cambey Way, Brentwood",197
"5/2 Lewington Gardens, Bibra Lake",142
"5/207 Manning Road, Bentley",250
"5/22 Avonmore Terrace, Cottesloe",2063
"5/23 Everglades Parade, Landsdale",277
"5/255 Newcastle Street, Northbridge",523
"5/26 Andrea Way, Queens Park",297
"5/26 GILLON Street, Karawara",2378
"5/26 Morgan Street, Cannington",202
"5/27 Bickley Road, Cannington",226
"5/276 Belmont Avenue, Kewdale",176
"5/28 Holmesdale Road, Woodbridge",1999
"5/287 Vincent Street, Leederville",786
"5/3 Birdwood Road, Melville",2024
"5/3 Rockingham Road, Hamilton Hill",930
"5/301 Mill Point Road, South Perth",1986
"5/31 Peppermint Gardens, Aubin Grove",286
"5/33 Cayley Street, Glendalough",138
"5/36 Canning Road, Kalamunda",2313
"5/374 Stirling Street, Highgate",2485
"5/38 Burt Street, North Perth",171
"5/38 Rome Road, Myaree",193
"5/386 Stirling Street, Highgate",1243
"5/40 Kemp Street, Pearsall",242
"5/42 Gillett Drive, Kardinya",142
"5/424 Main Street, Balcatta",1563
"5/475 Canning Highway, Melville",281
"5/48 Gnangara Drive, Waikiki",199
"5/5 Marsh Road, Mount Richon",361
"5/56 Grand Boulevard, Joondalup",2014
"5/59 Coode Street, Bayswater",1546
"5/6 Fragrant Gardens, Mirrabooka",135
"5/63 Staton Road, East Fremantle",307
"5/66 Kent Street, Rockingham",200
"5/66 Parkin Street, Rockingham",2022
"5/7 Hodnet Bend, The Vines",292
"5/7 Wyatt Road, Bayswater",232
"5/8 Heron Place, Maddington",155
"5/8 Johnston Street, Peppermint Grove",744
"5/80 Lintonmarc Drive, Redcliffe",243
"5/84 Station Street, East Cannington",206
"5/89 RENOU Street, East Cannington",224
"5/9 Louise Street, Rockingham",2002
"5/91 Banksia Street, Joondanna",2409
"5/93 Gloucester Crescent, Shoalwater",1042
"50 Adderley Street, Mount Claremont",1012
"50 Amberley Way, Pearsall",634
"50 Amos Road, Wanneroo",680
"50 Ashdale Boulevard, Darch",611
"50 Astinal Drive, Gosnells",760
"50 Austin Street, Shenton Park",604
"50 Balmoral Street, East Victoria Park",574
"50 Barnet Street, North Perth",726
"50 Barrington Avenue, Champion Lakes",423
"50 Bateman Road, Mount Pleasant",450
"50 BILDERSEE Avenue, Brabham",320
"50 Bolderwood Drive, South Lake",707
"50 Bowden Drive, High Wycombe",610
"50 Bradford Street, Menora",708
"50 Bradshaw Crescent, Manning",856
"50 Briggs Street, South Lake",577
"50 Bronzewing Loop, Wembley",401
"50 Bungaree Road, Wilson",1403
"50 Calume Street, Hillman",685
"50 Camm Avenue, Bull Creek",741
"50 Caridean Street, Heathridge",702
"50 Carpenteria Drive, Stirling",403
"50 Castle Road, Woodlands",728
"50 Charnwood Avenue, Two Rocks",896
"50 Chiltern Avenue, Brookdale",564
"50 Clint Way, Calista",654
"50 Clotilde Street, Mount Lawley",860
"50 Congdon Way, Booragoon",700
"50 Da Vinci Drive, Tapping",654
"50 Daly Circle, Langford",518
"50 Davallia Road, Duncraig",688
"50 Dean Road, Jandakot",731
"50 Delton Way, Atwell",599
"50 Derry Avenue, Mount Nasura",910
"50 Descanso Loop, Aubin Grove",602
"50 Devon Road, Swanbourne",846
"50 Dorrigo Gardens, Jane Brook",700
"50 Drummond Gardens, Helena Valley",597
"50 Dumsday Drive, Forrestdale",809
"50 Durango Turn, Aubin Grove",312
"50 Eden Drive, Bullsbrook",651
"50 Elliot Road, Hocking",680
"50 Elstree Avenue, Coolbinia",782
"50 Emperor Avenue, Beldon",706
"50 Fishbone Turn, Banksia Grove",418
"50 Folland Parade, Atwell",578
"50 Fomiatti Street, Ashby",301
"50 Gallinago Corner, Harrisdale",576
"50 Glasgow Way, Seville Grove",500
"50 Goundrey Drive, Pearsall",305
"50 Grand Ocean Boulevard, Port Kennedy",650
"50 Hampton Road, Darch",466
"50 Harrington Waters Drive, Waikiki",528
"50 Harrison Street, Balcatta",244
"50 Heacham Avenue, Hocking",594
"50 Hollins Bend, Madeley",317
"50 Hossack Avenue, Parkwood",690
"50 Houghton Drive, Carramar",695
"50 HURD ROAD, Bullsbrook",626
"50 Kalamatta Way, Gooseberry Hill",2349
"50 Kirkstall Drive, Hocking",617
"50 Kitchener Road, Melville",885
"50 Kurrajong Road, Safety Bay",685
"50 Leschenault Loop, Banksia Grove",320
"50 London Street, North Perth",545
"50 Lookout Vista, Singleton",1014
"50 Lord Street, Eden Hill",393
"50 Macadamia Avenue, Baldivis",486
"50 Mandora Way, Riverton",315
"50 Merrimac Loop, Rockingham",579
"50 Mopsa Way, Coolbellup",728
"50 Noreena Avenue, Golden Bay",880
"50 Northcote Street, Chidlow",1314
"50 Olivedale Road, Madeley",440
"50 Orangedale Road, Lesmurdie",961
"50 Patterson Drive, Middle Swan",544
"50 Peterborough Circle, North Lake",626
"50 Pollock Street, Bentley",760
"50 Prinsep Road, Jandakot",1171
"50 Quickly Crescent, Hamilton Hill",438
"50 Reveley Court, Samson",717
"50 Rossmoyne Drive, Rossmoyne",499
"50 Roxburghe Drive, The Vines",878
"50 Saponara Drive, Sinagra",511
"50 Simmonds Pass, Ellenbrook",574
"50 Solandra Way, Forrestfield",700
"50 Spinifex Loop, Yanchep",442
"50 Stoneham Road, Attadale",1012
"50 Susan Road, Madeley",855
"50 Swan Road, High Wycombe",871
"50 Terelinck Crescent, Redcliffe",366
"50 The Circus, Burswood",233
"50 Tokara Avenue, Henley Brook",607
"50 Tourmaline Boulevard, Byford",480
"50 Traylen Road, Kalamunda",1558
"50 Vahland Avenue, Riverton",512
"50 Vancouver Parade, Wanneroo",521
"50 Verna Street, Gosnells",821
"50 Victoria Street, Guildford",910
"50 Walanna Drive, Karawara",533
"50 Waterford Avenue, Waterford",785
"50 Westbury Crescent, Bicton",1080
"50 Whitworth Avenue, Girrawheen",719
"50 Willmott Drive, Cooloongup",693
"50 Windward Loop, Ocean Reef",797
"500 Canning Highway, Attadale",503
"500 Glen Road, Darlington",2018
"506A Canning Highway, Attadale",448
"507A North Beach Road, Gwelup",471
"509 Canning Highway, Melville",413
"509 Great Eastern Highway, Greenmount",2143
"50A Allamanda Drive, South Lake",109
"50A Bayview Terrace, Yangebup",206
"50A Bondi Crescent, Warnbro",524
"50A Carrington Street, Palmyra",546
"50A Clifford Way, Bull Creek",400
"50A Comer Street, Como",344
"50A Douglas Avenue, South Perth",408
"50A EDNEY ROAD, High Wycombe",1186
"50A Gerard Street, East Cannington",282
"50A Holman Street, Alfred Cove",521
"50A Margaret Street, Midland",330
"50A Second Avenue, Claremont",301
"50A Teague Street, Victoria Park",200
"50B Marjorie Avenue, Riverton",469
"50B Stafford Road, Kenwick",482
"50B Towton Way, Langford",692
"50C Marriamup Street, Cannington",268
"51 Adair Parade, Coolbinia",828
"51 Allatoona Avenue, Golden Bay",462
"51 Amberley Way, Pearsall",645
"51 Amity Boulevard, Coogee",748
"51 Archer Street, Pearsall",560
"51 Argyle Street, Herne Hill",809
"51 Ariti Avenue, Wanneroo",760
"51 Armadale Crescent, Coolbinia",921
"51 Armadale Road, Rivervale",690
"51 Austin Street, Shenton Park",652
"51 Barrington Avenue, Champion Lakes",330
"51 Bathgate Loop, Koondoola",523
"51 Bedelia Way, Hamersley",728
"51 Belleville Gardens, Clarkson",617
"51 Biscayne Street, Safety Bay",809
"51 Blencowe Street, West Leederville",649
"51 Bodorgan Avenue, Butler",600
"51 Bolton Way, Darch",549
"51 Bonnievale Terrace, Wanneroo",489
"51 Boscastle Way, Darch",615
"51 Brantwood Turn, Wellard",1454
"51 Buckingham Road, Swan View",730
"51 Buntine Road, Wembley Downs",843
"51 Caladenia Parade, Mount Claremont",257
"51 Calooli Grove, Golden Bay",544
"51 Campbell Street, East Cannington",423
"51 Campbell Street, Kensington",506
"51 Careniup Avenue, Gwelup",502
"51 Cassino Drive, Stirling",387
"51 Celadon Loop, Banksia Grove",638
"51 Charles Riley Road, North Beach",1529
"51 Claremont Crescent, Swanbourne",400
"51 Clint Way, Calista",741
"51 Colonial Circle, Gnangara",1040
"51 Constellation Drive, Ocean Reef",769
"51 Coogee Road, Ardross",500
"51 Coronation Street, Woodlands",747
"51 Crystaluna Drive, Golden Bay",810
"51 Cuddlepie Turn, Banksia Grove",315
"51 Dalvik Avenue, Merriwa",551
"51 Darile Street, Hillman",849
"51 Dorado Beach Crescent, Connolly",702
"51 Dudley Street, Midland",928
"51 Dunmore Crescent, Harrisdale",450
"51 Durban Street, Belmont",637
"51 Ellersdale Avenue, Warwick",805
"51 Elmore Street, Mount Helena",2203
"51 Eva Lynch Way, Port Kennedy",584
"51 Evans Street, Mount Helena",2043
"51 Florence Road, Nedlands",1012
"51 Ford Street, Marmion",718
"51 Galaxy Way, Carlisle",442
"51 Gallop Road, Dalkeith",820
"51 Glyndebourne Avenue, Thornlie",733
"51 Grandis Boulevard, Banksia Grove",360
"51 Gratwick Way, Koondoola",692
"51 Greenpark Road, Alexander Heights",722
"51 Gresham Street, Victoria Park",268
"51 Grosvenor Road, Bayswater",764
"51 Hardy Road, Ashfield",1401
"51 Harrison Way, Calista",801
"51 Helena Street, Guildford",981
"51 Hollins Bend, Madeley",545
"51 Hollyford Parade, Butler",224
"51 Holmfirth Street, Menora",759
"51 Horseshoe Circuit, Henley Brook",1090
"51 Jackson Road, Karawara",705
"51 Jersey Street, Jolimont",226
"51 Jilakin Loop, Canning Vale",912
"51 Jinda Road, Koongamia",692
"51 Kalinda Drive, City Beach",991
"51 Kenton Way, Calista",692
"51 Kersey Way, Carine",717
"51 King Albert Road, Trigg",867
"51 King George Street, Innaloo",442
"51 Kirkstall Drive, Hocking",576
"51 Lanark Street, Coolbinia",887
"51 Lefroy Road, Beaconsfield",624
"51 Liseron Way, Ferndale",800
"51 Lord Street, Eden Hill",400
"51 Lowan Loop, Karawara",521
"51 Mammoth Court, Ballajura",513
"51 Manhattan Avenue, Iluka",810
"51 Margaret Street, Watermans Bay",1024
"51 Maroubra Parade, Secret Harbour",360
"51 Mary Street, Watermans Bay",1067
"51 McDonald Street, Herne Hill",809
"51 Meares Avenue, Parmelia",763
"51 Melene Road, Duncraig",685
"51 Mitra Loop, Bennett Springs",500
"51 Mona Vale Loop, Ellenbrook",550
"51 Monaco Avenue, North Lake",828
"51 Monk Street, Kensington",506
"51 Montebello Avenue, Heathridge",590
"51 Ninth Avenue, Maylands",556
"51 Noreena Avenue, Golden Bay",846
"51 Northmore Crescent, Winthrop",718
"51 Oakbella Parade, Harrisdale",462
"51 Osborne Road, East Fremantle",776
"51 Pearson Street, Ashfield",281
"51 Peel Street, Jolimont",465
"51 Pomera Drive, Byford",601
"51 Readshaw Road, Duncraig",752
"51 Redcliffe Avenue, Balga",943
"51 Redfin Crescent, Beldon",689
"51 Regency Avenue, Madeley",612
"51 Renshaw Boulevard, Clarkson",462
"51 Riley Road, Kardinya",821
"51 River Bank Boulevard, South Guildford",573
"51 Russell Road, Madeley",353
"51 Sampson Road, Lesmurdie",1280
"51 San Sebastian Boulevard, Port Kennedy",605
"51 Scott Street, Koongamia",724
"51 Selkirk Drive, Kinross",613
"51 Sellafield Bend, Waikiki",462
"51 Sellenger Avenue, Samson",782
"51 Shepherd Street, Beaconsfield",426
