ADDRESS,NEAREST_SCH
"63A Coleman Crescent, Melville",MELVILLE SENIOR HIGH SCHOOL
"63A Coniston Way, Ferndale",FOUNTAIN COLLEGE
"63A Coolgardie Street, St James",CANNING COLLEGE
"63a Cranford Avenue, Brentwood",CORPUS CHRISTI COLLEGE
"63A Enfield Street, Lathlain",ST CLARE'S SCHOOL
"63A George Street, Kensington",KENT STREET SENIOR HIGH SCHOOL
"63A Goddard Street, Lathlain",ST CLARE'S SCHOOL
"63A Petra Street, East Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"63a River Road, Bayswater",CYRIL JACKSON SENIOR CAMPUS
"63B Brookman Avenue, Langford",LANGFORD ISLAMIC COLLEGE
"63B Point Walter Road, Bicton",SANTA MARIA COLLEGE
"63E Alness Street, Applecross",APPLECROSS SENIOR HIGH SCHOOL
"64 Alfred Road, Claremont",JOHN XXIII COLLEGE
"64 Ambassador Drive, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"64 Archer Street, Pearsall",ALTA-1
"64 Armadale Road, Rivervale",ST CLARE'S SCHOOL
"64 Avila Way, Alexander Heights",MERCY COLLEGE
"64 Axminster Street, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"64 Backshall Place, Wanneroo",ALTA-1
"64 Barfield Road, Hammond Park",ATWELL COLLEGE
"64 Barridale Drive, Kingsley",THE MONTESSORI SCHOOL
"64 Bodicoat Drive, Brookdale",DALE CHRISTIAN SCHOOL
"64 Bourke Street, Leederville",ARANMORE CATHOLIC COLLEGE
"64 Callander Avenue, Kinross",LAKE JOONDALUP BAPTIST COLLEGE
"64 Campbell Street, Kensington",WESLEY COLLEGE
"64 Canavan Crescent, Manning",COMO SECONDARY COLLEGE
"64 Carwoola Circle, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"64 Charles Riley Road, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"64 Chatsworth Drive, Hocking",WANNEROO SECONDARY COLLEGE
"64 Chiltern Avenue, Brookdale",ARMADALE SENIOR HIGH SCHOOL
"64 Christmas Avenue, Orelia",GILMORE COLLEGE
"64 Collick Street, Hilton",SETON CATHOLIC COLLEGE
"64 Crocus Way, Ferndale",FOUNTAIN COLLEGE
"64 Dealy Close, Cannington",ST NORBERT COLLEGE
"64 Diamantina Boulevard, Byford",BYFORD SECONDARY COLLEGE
"64 Dundas Road, Inglewood",MOUNT LAWLEY SENIOR HIGH SCHOOL
"64 Edgeworth Circuit, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"64 Elsie Street, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"64 Eric Street, Cottesloe",PRESBYTERIAN LADIES COLLEGE
"64 Fairway Circle, Connolly",PRENDIVILLE CATHOLIC COLLEGE
"64 Fenchurch Street, Alexander Heights",LANDSDALE CHRISTIAN SCHOOL
"64 Flinders Avenue, Hillarys",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"64 Foreshore Drive, Singleton",MANDURAH BAPTIST COLLEGE
"64 Gay Street, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"64 Giles Avenue, Padbury",DUNCRAIG SENIOR HIGH SCHOOL
"64 Gratwick Terrace, Murdoch",KENNEDY BAPTIST COLLEGE
"64 Highclere Boulevard, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"64 Inverness Crescent, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"64 Jedburgh Loop, Sinagra",WANNEROO SECONDARY COLLEGE
"64 Johnston Street, Mount Helena",EASTERN HILLS SENIOR HIGH SCHOOL
"64 Karril Turn, Yanchep",YANCHEP SECONDARY COLLEGE
"64 Lakeside Drive, Helena Valley",SWAN VIEW SENIOR HIGH SCHOOL
"64 Lascelles Parade, Gooseberry Hill",TREETOPS MONTESSORI SCHOOL
"64 Leake Street, Belmont",BELMONT CITY COLLEGE
"64 Leeward Avenue, Eglinton",YANCHEP SECONDARY COLLEGE
"64 Maida Vale Road, Maida Vale",DARLING RANGE SPORTS COLLEGE
"64 Markwell Avenue, Haynes",DALE CHRISTIAN SCHOOL
"64 McCombe Avenue, Samson",SETON CATHOLIC COLLEGE
"64 Mcnairn Cross, Leda",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"64 Mulligan Way, Orelia",GILMORE COLLEGE
"64 Naunton Crescent, Eden Hill",HAMPTON SENIOR HIGH SCHOOL
"64 Otisco Crescent, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"64 Patterson Drive, Middle Swan",LA SALLE COLLEGE
"64 Prinsep Road, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"64 Redmond Road, Hamilton Hill",PORT SCHOOL
"64 Sandown Circle, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"64 Saponara Drive, Sinagra",WANNEROO SECONDARY COLLEGE
"64 Sebastian Crescent, Coolbellup",PERTH WALDORF SCHOOL
"64 Silver Princess Way, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"64 Silver Sands Drive, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"64 Southgate Road, Langford",LANGFORD ISLAMIC COLLEGE
"64 St Catharines Promenade, Champion Lakes",JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL
"64 St Fillans Bend, Wanneroo",ALTA-1
"64 Stockdale Road, O'Connor",SETON CATHOLIC COLLEGE
"64 Surf Drive, Secret Harbour",COMET BAY COLLEGE
"64 The Circle, Warwick",WARWICK SENIOR HIGH SCHOOL
"64 Third Avenue, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"64 Third Avenue, Mount Lawley",PERTH COLLEGE
"64 Tottenham Street, Chidlow",EASTERN HILLS SENIOR HIGH SCHOOL
"64 Trailwood Drive, Woodvale",WOODVALE SECONDARY COLLEGE
"64 Unnaro Street, Hillman",KOLBE CATHOLIC COLLEGE
"64 Vancouver Parade, Wanneroo",WANNEROO SECONDARY COLLEGE
"64 Vickers Street, Hamersley",BALCATTA SENIOR HIGH SCHOOL
"64 Walanna Drive, Karawara",CANNING COLLEGE
"64 Waterford Avenue, Waterford",CLONTARF ABORIGINAL COLLEGE
"64 Watling Avenue, Lynwood",FOUNTAIN COLLEGE
"64 Wistful Parade, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"64 Wooloomooloo Road, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"64 Wright Street, Highgate",PERTH COLLEGE
"64/177 Dampier Avenue, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"6465 Great Eastern Highway, Mundaring",MUNDARING CHRISTIAN COLLEGE
"648 Wanneroo Road, Balga",WARWICK SENIOR HIGH SCHOOL
"6495 Great Eastern Highway, Mundaring",MUNDARING CHRISTIAN COLLEGE
"64A Ardross Street, Applecross",APPLECROSS SENIOR HIGH SCHOOL
"64A Bourke Street, Leederville",ARANMORE CATHOLIC COLLEGE
"64A Moolyeen Road, Brentwood",CORPUS CHRISTI COLLEGE
"64A Samson Street, White Gum Valley",FREMANTLE COLLEGE
"64A Thompson Road, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"64B Broun Avenue, Embleton",JOHN FORREST SECONDARY COLLEGE
"64B Green Street, Joondanna",SERVITE COLLEGE
"64B Justinian Street, Palmyra",MELVILLE SENIOR HIGH SCHOOL
"65 Amanda Drive, Camillo",JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL
"65 Amberley Way, Pearsall",ALTA-1
"65 Amity Boulevard, Coogee",PORT SCHOOL
"65 Archer Street, Pearsall",ALTA-1
"65 Ardleigh Crescent, Hamersley",WARWICK SENIOR HIGH SCHOOL
"65 Barnevelder Bend, Southern River",SOUTHERN RIVER COLLEGE
"65 Basildon Road, Lesmurdie",MAZENOD COLLEGE
"65 Bay View Terrace, Claremont",CHRIST CHURCH GRAMMAR SCHOOL
"65 Beach Road, Marmion",CARINE SENIOR HIGH SCHOOL
"65 Beach Street, Bicton",SANTA MARIA COLLEGE
"65 Belhaven Terrace, Quinns Rocks",BUTLER COLLEGE
"65 Berlotto Drive, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"65 Birkett Avenue, Beeliar",DIVINE MERCY COLLEGE
"65 Brookton Highway, Mount Nasura",SOWILO COMMUNITY HIGH SCHOOL
"65 Brushfoot Boulevard, Success",ATWELL COLLEGE
"65 Catspaw Avenue, Beeliar",DIVINE MERCY COLLEGE
"65 Chandler Road, Sorrento",SACRED HEART COLLEGE
"65 Cheriton Drive, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"65 Cloister Avenue, Manning",AQUINAS COLLEGE
"65 Cockman Cross, Stratton",SWAN CHRISTIAN COLLEGE
"65 Collick Street, Hilton",SETON CATHOLIC COLLEGE
"65 Conti Road, Ashby",JOSEPH BANKS SECONDARY COLLEGE
"65 Cristobal Crescent, Mindarie",YOUTH FUTURES COMMUNITY SCHOOL
"65 Delgado Parade, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"65 Drummond Gardens, Helena Valley",YOUTH FUTURES COMMUNITY SCHOOL
"65 Feakle Bend, Ridgewood",ALKIMOS BAPTIST COLLEGE
"65 First Avenue, Rossmoyne",ALL SAINTS' COLLEGE
"65 Flora Terrace, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"65 Gabell Way, Koondoola",MERCY COLLEGE
"65 Gooseberry Hill Road, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"65 Gosford Meander, Ashby",WANNEROO SECONDARY COLLEGE
"65 Grand Paradiso Parade, Merriwa",ALKIMOS BAPTIST COLLEGE
"65 Greenside Drive, Yanchep",YANCHEP SECONDARY COLLEGE
"65 Henley Street, Manning",COMO SECONDARY COLLEGE
"65 Holmfirth Street, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"65 Honeywood Avenue, Wandi",ATWELL COLLEGE
"65 Hope Street, White Gum Valley",FREMANTLE COLLEGE
"65 Jerrail Street, Yanchep",YANCHEP SECONDARY COLLEGE
"65 John Street, Cottesloe",PRESBYTERIAN LADIES COLLEGE
"65 Jones Street, Stirling",BALCATTA SENIOR HIGH SCHOOL
"65 Kembla Circle, Madeley",THE MONTESSORI SCHOOL
"65 Kerwin Way, Lockridge",KIARA COLLEGE
"65 Koolan Drive, Shelley",ROSSMOYNE SENIOR HIGH SCHOOL
"65 Koondoola Avenue, Koondoola",MERCY COLLEGE
"65 Marden Grange, Aveley",HOLY CROSS COLLEGE
"65 Markwell Avenue, Haynes",DALE CHRISTIAN SCHOOL
"65 Meyrick Way, Langford",LANGFORD ISLAMIC COLLEGE
"65 Monash Avenue, Como",PENRHOS COLLEGE
"65 Montebello Avenue, Heathridge",BELRIDGE SECONDARY COLLEGE
"65 Murrumbidgee Drive, Hammond Park",ATWELL COLLEGE
"65 Oats Street, Kewdale",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"65 Orchid Avenue, Bennett Springs",KIARA COLLEGE
"65 Osten Drive, Langford",LANGFORD ISLAMIC COLLEGE
"65 Peregrine Circle, Beeliar",DIVINE MERCY COLLEGE
"65 Plover Drive, Yangebup",DIVINE MERCY COLLEGE
"65 Princeton Circuit, Aubin Grove",ATWELL COLLEGE
"65 Rangeview Road, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"65 Ranworth Road, Hocking",WANNEROO SECONDARY COLLEGE
"65 Regency Avenue, Madeley",KINGSWAY CHRISTIAN COLLEGE
"65 Santa Barbara Parade, Quinns Rocks",ALKIMOS BAPTIST COLLEGE
"65 Singleton Beach Road, Singleton",COMET BAY COLLEGE
"65 Slade Street, Bayswater",CHISHOLM CATHOLIC COLLEGE
"65 Summerton Road, Medina",GILMORE COLLEGE
"65 Tate Street, West Leederville",PERTH MODERN SCHOOL
"65 Tijuana Road, Brookdale",DALE CHRISTIAN SCHOOL
"65 Toorak Road, Rivervale",ST CLARE'S SCHOOL
"65 Townsing Road, Kardinya",NORTH LAKE SENIOR CAMPUS
"65 Trethowan Promenade, Alkimos",BUTLER COLLEGE
"65 Vaucluse Circuit, Belmont",BELMONT CITY COLLEGE
"65 Viking Road, Dalkeith",CHRIST CHURCH GRAMMAR SCHOOL
"65 Watkins Loop, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"65 Watling Avenue, Lynwood",FOUNTAIN COLLEGE
"65 Wisteria Parade, Edgewater",MATER DEI COLLEGE
"65 Wood Street, Swanbourne",SCOTCH COLLEGE
"65 Wood Street, White Gum Valley",FREMANTLE COLLEGE
"65 Woolwich Street, West Leederville",PERTH MODERN SCHOOL
"65/273 Hay Street, East Perth",MERCEDES COLLEGE
"650 Stone Street, Chidlow",EASTERN HILLS SENIOR HIGH SCHOOL
"651 Karrinyup Road, Stirling",BALCATTA SENIOR HIGH SCHOOL
"651B Canning Highway, Alfred Cove",APPLECROSS SENIOR HIGH SCHOOL
"652 Safety Bay Road, Waikiki",SOUTH COAST BAPTIST COLLEGE
"653 Canning Highway, Alfred Cove",APPLECROSS SENIOR HIGH SCHOOL
"6571 West Swan Road, West Swan",SWAN CHRISTIAN COLLEGE
"657a Karrinyup Road, Stirling",BALCATTA SENIOR HIGH SCHOOL
"658 North Beach Road, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"65a Beamish Avenue, Brentwood",ALL SAINTS' COLLEGE
"65A Boulton Street, Dianella",CARMEL SCHOOL
"65A Guildford Road, Mount Lawley",PERTH COLLEGE
"65A Rockingham Beach Road, Rockingham",ROCKINGHAM MONTESSORI SCHOOL
"65a Walpole Street, St James",CANNING COLLEGE
"65B Glenelg Street, Mount Pleasant",APPLECROSS SENIOR HIGH SCHOOL
"65B Jubilee Street, Beckenham",SEVENOAKS SENIOR COLLEGE
"65B North Beach Road, North Beach",CARINE SENIOR HIGH SCHOOL
"65C Canavan Crescent, Manning",COMO SECONDARY COLLEGE
"66 Alderbury Street, Floreat",SHENTON COLLEGE
"66 Alpina Promenade, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"66 Amalfi Drive, Hillarys",SACRED HEART COLLEGE
"66 Apple Blossom Drive, Mirrabooka",MERCY COLLEGE
"66 Bellport Parade, Mindarie",QUINNS BAPTIST COLLEGE
"66 Belvedere Road, Hamersley",WARWICK SENIOR HIGH SCHOOL
"66 Bondi Crescent, Warnbro",SOUTH COAST BAPTIST COLLEGE
"66 Bottlebrush Drive, Kiara",KIARA COLLEGE
"66 Bramwell Road, Noranda",MORLEY SENIOR HIGH SCHOOL
"66 Breaksea Drive, North Coogee",FREMANTLE COLLEGE
"66 Broadhurst Crescent, Bateman",CORPUS CHRISTI COLLEGE
"66 Brown Crescent, Seville Grove",CECIL ANDREWS COLLEGE
"66 Camden Boulevard, Aubin Grove",ATWELL COLLEGE
"66 Carosa Road, Ashby",WANNEROO SECONDARY COLLEGE
"66 Chadwick Parade, Brookdale",DALE CHRISTIAN SCHOOL
"66 Charles Riley Road, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"66 Cheriton Drive, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"66 Coonawarra Drive, Caversham",KIARA COLLEGE
"66 Cuthbertson Drive, Cooloongup",KOLBE CATHOLIC COLLEGE
"66 Dunrossil Place, Wembley Downs",HALE SCHOOL
"66 Elmore Street, Mount Helena",EASTERN HILLS SENIOR HIGH SCHOOL
"66 Evans Street, Shenton Park",SHENTON COLLEGE
"66 Everglades Parade, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"66 Fairfield Street, Mount Hawthorn",ARANMORE CATHOLIC COLLEGE
"66 First Avenue, Bickley",CARMEL ADVENTIST COLLEGE
"66 Flecker Promenade, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"66 Flowerwood Way, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"66 Gerard Street, East Cannington",SEVENOAKS SENIOR COLLEGE
"66 Glen Iris Drive, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"66 Golf Links Drive, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"66 Gossamer Avenue, Mirrabooka",MERCY COLLEGE
"66 Goundrey Drive, Pearsall",ALTA-1
"66 Great Northern Highway, Middle Swan",LA SALLE COLLEGE
"66 Green Street, Joondanna",SERVITE COLLEGE
"66 Grenadier Drive, Thornlie",THORNLIE SENIOR HIGH SCHOOL
"66 Grosvenor Road, Mount Lawley",PERTH COLLEGE
"66 Guildford Road, Mount Lawley",PERTH COLLEGE
"66 Henning Crescent, Manning",COMO SECONDARY COLLEGE
"66 Herdsman Parade, Wembley",BOLD PARK COMMUNITY SCHOOL
"66 Huntsman Terrace, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"66 Ivory Street, Noranda",MORLEY SENIOR HIGH SCHOOL
"66 Katanning Street, Bayswater",CYRIL JACKSON SENIOR CAMPUS
"66 Kennedy Street, Inglewood",CHISHOLM CATHOLIC COLLEGE
"66 King Street, Gosnells",SOUTHERN RIVER COLLEGE
"66 Knutsford Avenue, Rivervale",BELMONT CITY COLLEGE
"66 Leach Highway, Wilson",CANNING COLLEGE
"66 Lefroy Road, Beaconsfield",FREMANTLE COLLEGE
"66 Louise Street, Nedlands",CHRIST CHURCH GRAMMAR SCHOOL
"66 Markwell Avenue, Haynes",DALE CHRISTIAN SCHOOL
"66 Mint Street, East Victoria Park",ST CLARE'S SCHOOL
"66 Moolyeen Road, Brentwood",CORPUS CHRISTI COLLEGE
"66 Oliphant Street, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"66 Pace Road, Medina",GILMORE COLLEGE
"66 Parnell Avenue, Marmion",SACRED HEART COLLEGE
"66 Paterson Street, Mundijong",COURT GRAMMAR SCHOOL
"66 Patterson Drive, Middle Swan",LA SALLE COLLEGE
"66 Pavetta Crescent, Forrestfield",DARLING RANGE SPORTS COLLEGE
"66 Philip Road, Dalkeith",CHRIST CHURCH GRAMMAR SCHOOL
"66 Princeton Circuit, Aubin Grove",ATWELL COLLEGE
"66 Rivington Entrance, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"66 Roebuck Drive, Salter Point",AQUINAS COLLEGE
"66 Solomon Street, Fremantle",CHRISTIAN BROTHERS' COLLEGE
"66 Stockdale Crescent, Wembley Downs",HALE SCHOOL
"66 Stockdale Road, O'Connor",SETON CATHOLIC COLLEGE
"66 Swansea Street, East Victoria Park",KENT STREET SENIOR HIGH SCHOOL
"66 Thompson Road, North Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"66 Tindal Avenue, Beeliar",DIVINE MERCY COLLEGE
"66 Tokara Avenue, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"66 Vanderlin Crescent, Ridgewood",CLARKSON COMMUNITY HIGH SCHOOL
"66 Viking Road, Dalkeith",CHRIST CHURCH GRAMMAR SCHOOL
"66 Wicklow Circle, Darch",KINGSWAY CHRISTIAN COLLEGE
"663A Safety Bay Road, Warnbro",SOUTH COAST BAPTIST COLLEGE
"665 Safety Bay Road, Warnbro",SOUTH COAST BAPTIST COLLEGE
"66a Beach Road, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"66A Beach Street, Bicton",SANTA MARIA COLLEGE
"66A Central Road, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"66A Harcourt Drive, Hillarys",DUNCRAIG SENIOR HIGH SCHOOL
"66A Jupiter Street, Carlisle",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"66A Moolyeen Road, Brentwood",CORPUS CHRISTI COLLEGE
"66A Second Avenue, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"66A Stockdale Road, O'Connor",SETON CATHOLIC COLLEGE
"66A Surrey Road, Rivervale",ST CLARE'S SCHOOL
"66B Beach Road, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"66b Lamond Street, Alfred Cove",MELVILLE SENIOR HIGH SCHOOL
"67 Abington Avenue, Baldivis",BALDIVIS SECONDARY COLLEGE
"67 Alexandria Boulevard, Canning Vale",PROVIDENCE CHRISTIAN COLLEGE
"67 Amity Boulevard, Coogee",PORT SCHOOL
"67 Baningan Avenue, Success",EMMANUEL CATHOLIC COLLEGE
"67 Beaconsfield Avenue, Midvale",SWAN VIEW SENIOR HIGH SCHOOL
"67 Billericay Circuit, Butler",BUTLER COLLEGE
"67 Buntine Road, Wembley Downs",CHURCHLANDS SENIOR HIGH SCHOOL
"67 Cameron Street, Langford",LANGFORD ISLAMIC COLLEGE
"67 Careniup Avenue, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"67 Carr Crescent, Warwick",WARWICK SENIOR HIGH SCHOOL
"67 Chessell Drive, Duncraig",CARINE SENIOR HIGH SCHOOL
"67 Cloister Avenue, Manning",AQUINAS COLLEGE
"67 Cuthbertson Drive, Cooloongup",KOLBE CATHOLIC COLLEGE
"67 Dalkeith Road, Nedlands",SHENTON COLLEGE
"67 Delton Way, Atwell",ATWELL COLLEGE
"67 Dericote Way, Greenwood",WARWICK SENIOR HIGH SCHOOL
"67 First Avenue, Bickley",CARMEL ADVENTIST COLLEGE
"67 Flora Terrace, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"67 Fortescue Street, East Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"67 Glenelg Avenue, Wembley Downs",HALE SCHOOL
"67 Grand Ocean Boulevard, Port Kennedy",LIVING WATERS LUTHERAN COLLEGE
"67 Hampton Road, Darch",ASHDALE SECONDARY COLLEGE
"67 Hillwater Promenade, Bennett Springs",KIARA COLLEGE
"67 Hurlston Way, Koondoola",MERCY COLLEGE
"67 Johanson Promenade, Murdoch",CORPUS CHRISTI COLLEGE
"67 Kenny Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"67 Lanark Street, Coolbinia",ARANMORE CATHOLIC COLLEGE
"67 Leschenault Loop, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"67 Manly Crescent, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"67 Mataitai Loop, Cooloongup",KOLBE CATHOLIC COLLEGE
"67 Mebbin Grove, Yanchep",YANCHEP SECONDARY COLLEGE
"67 Merlot Way, Pearsall",ALTA-1
"67 Millstream Drive, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"67 Minora Road, Dalkeith",SANTA MARIA COLLEGE
"67 Monaco Avenue, North Lake",NORTH LAKE SENIOR CAMPUS
"67 Morgan Road, Seville Grove",CECIL ANDREWS COLLEGE
"67 Sanctuary Drive, Bertram",THE KING'S COLLEGE
"67 Sandown Circle, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"67 Shepperton Drive, Butler",BUTLER COLLEGE
"67 Short Street, Joondanna",SERVITE COLLEGE
"67 Silver Sands Drive, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"67 Sturtridge Road, Lockridge",KIARA COLLEGE
"67 Third Avenue, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"67 Tissington Drive, Darch",KINGSWAY CHRISTIAN COLLEGE
"67 Unnaro Street, Hillman",KOLBE CATHOLIC COLLEGE
"67 Waring Green, Clarkson",CLARKSON COMMUNITY HIGH SCHOOL
"67 Warragoon Crescent, Attadale",SANTA MARIA COLLEGE
"67 Weddall Road, Lockridge",KIARA COLLEGE
"67 Whitfield Street, Bassendean",CYRIL JACKSON SENIOR CAMPUS
"67 Woolgar Way, Lockridge",KIARA COLLEGE
"67 Woolwich Street, West Leederville",PERTH MODERN SCHOOL
"670 Glen Road, Darlington",TREETOPS MONTESSORI SCHOOL
"673 Karrinyup Road, Stirling",BALCATTA SENIOR HIGH SCHOOL
"675 Katharine Street, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"675 TRAYLEN ROAD, Stoneville",MUNDARING CHRISTIAN COLLEGE
"67A Barnes Street, Innaloo",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"67A Beatty Avenue, East Victoria Park",ST CLARE'S SCHOOL
"67A Canavan Crescent, Manning",COMO SECONDARY COLLEGE
"67A Egham Road, Lathlain",ST CLARE'S SCHOOL
"67A Holman Street, Alfred Cove",MELVILLE SENIOR HIGH SCHOOL
"67A Oats Street, Kewdale",AUSTRALIAN ISLAMIC COLLEGE - KEWDALE
"67A Rathay Street, Kensington",KENT STREET SENIOR HIGH SCHOOL
"67A Reynolds Road, Mount Pleasant",APPLECROSS SENIOR HIGH SCHOOL
"67B Camberwell Street, East Victoria Park",KENT STREET SENIOR HIGH SCHOOL
"67B Kitchener Road, Melville",MELVILLE SENIOR HIGH SCHOOL
"68 Appleby Drive, Darch",ASHDALE SECONDARY COLLEGE
"68 Ashdale Boulevard, Darch",ASHDALE SECONDARY COLLEGE
"68 Bradford Street, Menora",MOUNT LAWLEY SENIOR HIGH SCHOOL
"68 Bridgeman Drive, Bennett Springs",KIARA COLLEGE
"68 Broome Street, Highgate",PERTH COLLEGE
"68 Buckingham Road, Kelmscott",KELMSCOTT SENIOR HIGH SCHOOL
"68 Cambridge Crescent, Cooloongup",KOLBE CATHOLIC COLLEGE
"68 Camden Boulevard, Aubin Grove",ATWELL COLLEGE
"68 Canning Road, Kalamunda",KALAMUNDA SENIOR HIGH SCHOOL
"68 Cockman Road, Greenwood",WARWICK SENIOR HIGH SCHOOL
"68 Cromarty Road, Churchlands",NEWMAN COLLEGE
"68 Cross Street, Queens Park",ST NORBERT COLLEGE
"68 Da Vinci Drive, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"68 Daleford Way, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"68 Dalvik Avenue, Merriwa",ALKIMOS BAPTIST COLLEGE
"68 Dunedin Street, Mount Hawthorn",ARANMORE CATHOLIC COLLEGE
"68 East Street, Guildford",GUILDFORD GRAMMAR SCHOOL
"68 East Street, Mount Hawthorn",BOLD PARK COMMUNITY SCHOOL
"68 Elsie Street, Watermans Bay",CARINE SENIOR HIGH SCHOOL
"68 Folland Parade, Atwell",ATWELL COLLEGE
"68 Frederic Street, Midland",LA SALLE COLLEGE
"68 Girrawheen Avenue, Girrawheen",GIRRAWHEEN SENIOR HIGH SCHOOL
"68 Gladstone Road, Rivervale",ST CLARE'S SCHOOL
"68 Hamelin Drive, Ballajura",BALLAJURA COMMUNITY COLLEGE
"68 Hardy Road, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"68 Johnston Street, Mount Helena",EASTERN HILLS SENIOR HIGH SCHOOL
"68 Justin Drive, Sorrento",DUNCRAIG SENIOR HIGH SCHOOL
"68 Karril Turn, Yanchep",YANCHEP SECONDARY COLLEGE
"68 Kimberley Street, West Leederville",PERTH MODERN SCHOOL
"68 Koolbardi Loop, Byford",BYFORD SECONDARY COLLEGE
"68 La Fayette Boulevard, Bibra Lake",PERTH WALDORF SCHOOL
"68 La Grange Loop, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"68 Lakefield Drive, Brabham",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"68 Lakeside Drive, Helena Valley",SWAN VIEW SENIOR HIGH SCHOOL
"68 Lauterbach Drive, Gosnells",ST FRANCIS' SCHOOL
"68 Margaret Street, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"68 Margaret Street, Midland",LA SALLE COLLEGE
"68 Matilda Street, Huntingdale",SOUTHERN RIVER COLLEGE
"68 Millendon Street, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"68 Murchison Street, Shenton Park",SHENTON COLLEGE
"68 Pangbourne Street, Wembley",BOLD PARK COMMUNITY SCHOOL
"68 Paterson Street, Mundijong",COURT GRAMMAR SCHOOL
"68 Peterborough Circle, North Lake",LEEMING SENIOR HIGH SCHOOL
"68 Ranworth Road, Hocking",WANNEROO SECONDARY COLLEGE
"68 Rennie Crescent, Hilton",SETON CATHOLIC COLLEGE
"68 Rupert Street, Subiaco",PERTH MODERN SCHOOL
