ADDRESS,YEAR_SOLD
"70 Hardy Road, Ashfield",2007
"70 Huntingdale Crescent, Connolly",2020
"70 Huntingdale Road, Huntingdale",2019
"70 Kathleen Street, Bassendean",2019
"70 Kennedy Street, Alfred Cove",2015
"70 King Road, Beechboro",2017
"70 Kingsbridge Boulevard, Butler",2018
"70 Lakefield Drive, Brabham",2018
"70 Lakeview Drive, Edgewater",2020
"70 Liriope Parkway, Sinagra",2016
"70 Luminous Crescent, Eglinton",2016
"70 Macquarie Boulevard, Hammond Park",2017
"70 Markwell Avenue, Haynes",2013
"70 Matheson Road, Ascot",2014
"70 McCombe Avenue, Samson",2020
"70 Medina Avenue, Medina",2018
"70 Merilee Terrace, Kelmscott",2020
"70 Molloy Circuit, Atwell",2019
"70 Mountjoy Road, Nedlands",2018
"70 Napier Street, Cottesloe",2019
"70 Nicholas Crescent, Hilton",2016
"70 Paterson Street, Mundijong",2020
"70 Queenscliffe Road, Doubleview",2020
"70 Reserve Street, Wembley",2020
"70 Skysail Avenue, Alkimos",2020
"70 Swan Street, Guildford",2020
"70 Terrace Road, Guildford",2020
"70 Tokara Avenue, Henley Brook",2012
"70 Wanaping Road, Kenwick",2015
"70 Wanstead Vista, Bertram",2016
"70 Warner Road, Parmelia",2016
"70 Waterton Way, Cooloongup",2018
"70 Wentletrap Way, Mullaloo",2016
"70 Wilber Street, Rossmoyne",2015
"70 Willcox Street, Chidlow",2013
"70 Ypres Road, Camillo",2016
"704 Jarrahdale Road, Jarrahdale",2015
"70A Calista Avenue, Calista",2012
"70A Vahland Avenue, Riverton",2017
"70A Waddell Road, Bicton",2017
"70B Ardross Street, Applecross",2019
"70B Griffin Crescent, Manning",2018
"70B Hubert Street, East Victoria Park",2019
"70B Leeds Street, Dianella",2020
"70B Paterson Road, Mount Nasura",2014
"71 Amethyst Crescent, Mount Richon",2013
"71 Amethyst Parkway, Aveley",2019
"71 Arthur Road, Wattle Grove",2018
"71 Astley Street, Gosnells",2019
"71 Axminster Street, Warnbro",2019
"71 Aylesford Drive, Marangaroo",2018
"71 Bennett Springs Drive, Bennett Springs",2018
"71 Bilgoman Road, Glen Forrest",2015
"71 Bindoon Loop, Huntingdale",2019
"71 Bridgewater Drive, Kallaroo",2017
"71 Brumby Avenue, Henley Brook",2016
"71 Calista Avenue, Calista",2013
"71 Cape Le Grand Avenue, Aubin Grove",2017
"71 Cargill Street, Victoria Park",2020
"71 Cassino Drive, Stirling",2020
"71 Central Avenue, Redcliffe",2015
"71 Chattanooga Vista, Clarkson",2019
"71 Chiltern Avenue, Brookdale",2016
"71 Clydebank Crescent, Kinross",2020
"71 Crabtree Way, Medina",2016
"71 Dunedin Street, Mount Hawthorn",2018
"71 Egham Road, Lathlain",2015
"71 Elyard Crescent, Stirling",2018
"71 enfield street, Lathlain",2017
"71 Fifth Avenue, Shoalwater",2019
"71 Forillion Avenue, Bibra Lake",2019
"71 Grand Paradiso Parade, Merriwa",2015
"71 Greenfields Circle, Hocking",2017
"71 Hardey Road, Glen Forrest",2016
"71 Hardy Road, Ashfield",2013
"71 Hartung Street, Mundaring",2016
"71 Hawker Avenue, Warwick",2016
"71 Hillcrest Road, Alexander Heights",2018
"71 Huntingdale Road, Huntingdale",2018
"71 Jindalee Boulevard, Jindalee",2020
"71 Kellogg Drive, Piara Waters",2019
"71 Kennedia Entrance, Dayton",2015
"71 Kennedy Street, Alfred Cove",2018
"71 Kimberley Street, West Leederville",2017
"71 Koondoola Avenue, Koondoola",2015
"71 Lawler Street, North Perth",2020
"71 Limetree Circuit, Mindarie",2019
"71 Macnaughton Crescent, Kinross",2016
"71 Macquarie Avenue, Padbury",2018
"71 Markwell Avenue, Haynes",2013
"71 Mary Crescent, Eden Hill",2017
"71 Mataitai Loop, Cooloongup",2019
"71 Merrang Circuit, Carramar",2019
"71 Mirrabooka Avenue, Girrawheen",2017
"71 Mockeridge Circuit, Middle Swan",2016
"71 Moorland Street, Doubleview",2019
"71 Oliphant Street, Kenwick",2015
"71 Powell Street, Joondanna",2018
"71 Rosher Road, Lockridge",2019
"71 Seacrest Drive, Sorrento",2019
"71 Seagrove Boulevard, Merriwa",2020
"71 Silver Sands Drive, Iluka",2016
"71 Spyglass Grove, Connolly",2015
"71 St Barnabas Boulevard, Quinns Rocks",2019
"71 Stortford Road, Southern River",2017
"71 Teasel Way, Banksia Grove",2018
"71 The Boulevard, Floreat",2018
"71 Tijuana Road, Brookdale",2015
"71 Vanessa Way, Swan View",2020
"71 Vincent Road, Sinagra",2020
"71 Waterford Avenue, Waterford",2016
"71 Winthrop Drive, Winthrop",2015
"71 Wood Street, Inglewood",2017
"71 Zenobia Street, Palmyra",2018
"71/177 Dampier Avenue, Kallaroo",2019
"710 Jarrahdale Road, Jarrahdale",2015
"712 Jarrahdale Road, Jarrahdale",2014
"712 North Beach Road, Gwelup",2016
"715 Coulston Road, Boya",2018
"71A Alfred Road, Mount Claremont",2018
"71A Drummond Street, Bedford",2017
"71a Harry Street, Gosnells",2020
"71B Bulong Avenue, Ascot",2017
"71B Finnerty Street, Karrinyup",2020
"71B Hinchinbrook Avenue, Ridgewood",2020
"72 Aldington Street, Maddington",2017
"72 Almeria Parade, Upper Swan",2013
"72 Ballymote Gardens, Ridgewood",2017
"72 Barker Street, Belmont",2017
"72 Berlotto Drive, Tapping",2017
"72 Brandon Street, Kensington",2015
"72 Brookman Avenue, Langford",2016
"72 Bull Creek Road, Rossmoyne",2014
"72 Burlington Drive, Baldivis",2020
"72 Calista Avenue, Calista",2015
"72 Coldstream Circuit, Merriwa",2016
"72 Dampier Loop, Mirrabooka",2019
"72 Dyson Street, Kensington",2014
"72 Elderfield Road, Waterford",2013
"72 Gibbs Street, East Cannington",2017
"72 Glenelg Street, Mount Pleasant",2018
"72 Hardy Road, Ashfield",2016
"72 Jinda Road, Koongamia",2019
"72 Kitchener Street, Trigg",2016
"72 Lakeside Drive, Helena Valley",2015
"72 Lewis Jones Cross, Stratton",2014
"72 Macquarie Boulevard, Hammond Park",2016
"72 Main Street, Osborne Park",2019
"72 Margaret Street, Ashfield",2015
"72 Mary Street, Highgate",2018
"72 Medina Avenue, Medina",2018
"72 Paterson Street, Mundijong",2013
"72 Pavilion Circle, The Vines",2020
"72 Postling Street, Kenwick",2017
"72 Princeton Circuit, Aubin Grove",2016
"72 Queens Road, South Guildford",2020
"72 Rathay Street, Victoria Park",2019
"72 Roebuck Drive, Salter Point",2020
"72 Rosebery Street, Bedford",2018
"72 Salwood Loop, Banksia Grove",2018
"72 Sandown Circle, Henley Brook",2012
"72 Seagrove Boulevard, Merriwa",2016
"72 Silver Princess Way, Jane Brook",2015
"72 Stevens Street, Fremantle",2020
"72 Swan Street, Guildford",2018
"72 Three Bears Loop, Secret Harbour",2020
"72 Torquata Drive, Mirrabooka",2020
"72 Tourmaline Boulevard, Byford",2020
"72 Venice Entrance, Iluka",2020
"72 Victoria Parade, Midvale",2016
"72 Waring Green, Clarkson",2020
"72 Warner Road, Parmelia",2018
"72 Waterfoot Loop, Canning Vale",2020
"72 Westgrove Drive, Ellenbrook",2019
"72 Wilber Street, Rossmoyne",2017
"72 Winterfold Road, Samson",2016
"720 JARRAHDALE ROAD, Jarrahdale",2015
"724 Jarrahdale Road, Jarrahdale",2013
"72A Albert Street, North Perth",2019
"72A Coogee Street, Mount Hawthorn",2018
"72A Railway Street, Cottesloe",2019
"72A Selway Road, Brentwood",2014
"72A Welwyn Avenue, Salter Point",2018
"73 Barbarossa Drive, Caversham",2018
"73 Beamish Avenue, Brentwood",2012
"73 Brookton Highway, Mount Nasura",2018
"73 Calista Avenue, Calista",2011
"73 Calume Street, Hillman",2009
"73 Careniup Avenue, Gwelup",2017
"73 Centre Street, Queens Park",2016
"73 Chichester Drive, Woodvale",2019
"73 Clayton Street, Bellevue",2012
"73 Clement Drive, Karrinyup",2019
"73 Conti Road, Ashby",2016
"73 Darlington Road, Darlington",2016
"73 Dickenson Way, Booragoon",2018
"73 Dunmore Circuit, Merriwa",2017
"73 Falls Road, Lesmurdie",2020
"73 Fifth Avenue, Mount Lawley",2020
"73 Forrest Street, Fremantle",2020
"73 Gay Street, Huntingdale",2016
"73 Golden Crescent, High Wycombe",2018
"73 Hamilton Street, Cannington",2016
"73 Hawker Street, Shoalwater",2016
"73 Henning Crescent, Manning",2020
"73 Hinchinbrook Avenue, Ridgewood",2016
"73 Hollyford Parade, Butler",2019
"73 Huntsman Terrace, Jane Brook",2015
"73 Jindalee Boulevard, Jindalee",2016
"73 Johnsonia Bend, Hammond Park",2017
"73 Joondanna Drive, Joondanna",2020
"73 Joseph Banks Boulevard, Banksia Grove",2019
"73 Jupiter Street, Carlisle",2018
"73 Keanefield Drive, Carramar",2020
"73 Kirwan Street, Floreat",2020
"73 Lamond Street, Alfred Cove",2017
"73 Luyer Avenue, East Cannington",2015
"73 Markwell Avenue, Haynes",2013
"73 Meller Road, Bibra Lake",2017
"73 Montebello Avenue, Heathridge",2019
"73 Peet Crescent, Trigg",2020
"73 Railway Parade, Upper Swan",2013
"73 Rathkeale Boulevard, Ridgewood",2018
"73 Robert Street, Como",2020
"73 Rookwood Street, Menora",2018
"73 Salvado Road, Subiaco",2018
"73 San Sebastian Boulevard, Port Kennedy",2019
"73 Sasse Avenue, Mount Hawthorn",2017
"73 Second Avenue, Rossmoyne",2014
"73 Selby Street, Daglish",2020
"73 Smyth Road, Nedlands",2020
"73 Spyglass Grove, Connolly",2019
"73 Tenth Avenue, Inglewood",2020
"73 Toodyay Road, Middle Swan",2013
"73 Tottenham Street, Chidlow",2012
"73 Townshend Road, Subiaco",2020
"73 Viking Road, Dalkeith",2016
"73 Whitfield Drive, Two Rocks",2018
"735 Katharine Street, Bellevue",2016
"735 Traylen Road, Stoneville",2015
"73A Coogee Road, Ardross",2020
"73A Dalgety Street, East Fremantle",2019
"73A Kennedy Street, Alfred Cove",2017
"73D Eldorado Street, Tuart Hill",2018
"74 Amethyst Crescent, Mount Richon",2014
"74 Archer Street, Pearsall",2019
"74 Barker Street, Belmont",2019
"74 Bawdan Street, Willagee",2017
"74 Billericay Circuit, Butler",2020
"74 Brownell Crescent, Medina",2015
"74 Bruce Street, Nedlands",2017
"74 Bull Creek Road, Rossmoyne",2013
"74 Buxton Street, Mount Hawthorn",2018
"74 Calista Avenue, Calista",2012
"74 Camboon Road, Noranda",2018
"74 Centennial Avenue, Bertram",2019
"74 Chislehurst Road, Lesmurdie",2016
"74 Clayton Street, Bellevue",2015
"74 Davy Street, Booragoon",2019
"74 Donegal Road, Floreat",2018
"74 DOONAN ROAD, Nedlands",2017
"74 East Road, Pearsall",2018
"74 Galaxy Street, Beckenham",2017
"74 Gibbs Street, East Cannington",2016
"74 Gibson Street, Beaconsfield",2017
"74 Glyde Street, East Fremantle",2018
"74 Jackson Avenue, Karrinyup",2019
"74 Ladywell Street, Beckenham",2017
"74 Leake Street, Belmont",2019
"74 Margaret Street, Ashfield",2013
"74 McCombe Avenue, Samson",2008
"74 Meadowview Drive, Ballajura",2020
"74 Merlot Way, Pearsall",2016
"74 Millen Street, Mount Nasura",2020
"74 Murdoch Drive, Singleton",2016
"74 Murray Road, Bicton",2019
"74 Neary Boulevard, Aveley",2019
"74 Oliphant Street, Kenwick",2016
"74 Orsino Boulevard, North Coogee",2020
"74 Paddington Avenue, Currambine",2019
"74 Palmerston Crescent, Tapping",2017
"74 Pennlake Drive, Spearwood",2018
"74 Peterborough Circle, North Lake",2005
"74 Price Parkway, Bertram",2016
"74 Ravenscroft Way, Kelmscott",2019
"74 Roebuck Drive, Salter Point",2013
"74 Rosebery Street, Bedford",2018
"74 Sandown Circle, Henley Brook",2014
"74 Seaward Loop, Sorrento",2019
"74 Solomon Street, Fremantle",2020
"74 St Catharines Promenade, Champion Lakes",2014
"74 Swan Road, Attadale",2017
"74 Terrace Road, Guildford",2014
"74 Trailwood Drive, Woodvale",2017
"74 Unnaro Street, Hillman",2017
"74 Walanna Drive, Karawara",2012
"74 Warner Road, Parmelia",2018
"74 Warrandyte Drive, Craigie",2017
"74 Welara Circle, Henley Brook",2015
"74 Yirrigan Drive, Dianella",2019
"744 Jarrahdale Road, Jarrahdale",2017
"74A Carlisle Street, Shoalwater",2018
"74A Henry Street, East Cannington",2020
"74A Rennie Crescent, Hilton",2016
"74A Reynolds Road, Mount Pleasant",2020
"74A Second Avenue, Rossmoyne",2013
"74A Servetus Street, Swanbourne",2017
"74B Ashburton Street, East Victoria Park",2018
"74b Henry Street, East Cannington",2020
"74B Riseley Street, Ardross",2019
"75 Aitken Drive, Winthrop",2015
"75 Appaloosa Drive, Baldivis",2020
"75 Armadale Crescent, Coolbinia",2011
"75 Arthur Road, Wattle Grove",2018
"75 Barbarossa Drive, Caversham",2017
"75 Birkett Avenue, Beeliar",2020
"75 Bow River Crescent, Burswood",2019
"75 Brightlands Circuit, Carramar",2018
"75 Broadbeach Boulevard, Hillarys",2018
"75 Calista Avenue, Calista",2013
"75 Cambridge Crescent, Cooloongup",2018
"75 Central Road, Rossmoyne",2014
"75 Chelmsford Avenue, Port Kennedy",2020
"75 Cheriton Drive, Carramar",2017
"75 Chrysostom Street, Trigg",2018
"75 Cooper Street, Madeley",2016
"75 Cortis Way, Langford",2018
"75 Dalkeith Road, Nedlands",2018
"75 Dalvik Avenue, Merriwa",2019
"75 Derby Road, Shenton Park",2015
"75 Discovery Drive, Thornlie",2018
"75 Driver Road, Darch",2019
"75 Eglinton Crescent, Hamersley",2018
"75 Fifth Avenue, Rossmoyne",2018
"75 Gay Street, Huntingdale",2017
"75 Germain Way, Lockridge",2013
"75 Girraween Street, Armadale",2019
"75 Grand Promenade, Bedford",2018
"75 Hardey Road, Glen Forrest",2016
"75 Hardy Road, Ashfield",2020
"75 Harpenden Street, Huntingdale",2017
"75 Hillwood Avenue, Warwick",2020
"75 Hollington Boulevard, Butler",2019
"75 Jackson Avenue, Winthrop",2017
"75 Johnston Road, Parkerville",2012
"75 Kalinda Drive, City Beach",2016
"75 Kardan Circuit, Karawara",2014
"75 Karl Place, Mundaring",2015
"75 LE GRAND GARDENS, Marangaroo",2016
"75 Lesueur Pass, Beeliar",2017
"75 Manchester Drive, Hocking",2019
"75 Markwell Avenue, Haynes",2014
"75 May Street, Bedford",2020
"75 Mclean Road, Canning Vale",2020
"75 Millendon Street, Carramar",2017
"75 Moolanda Boulevard, Kingsley",2018
"75 Moss Street, East Fremantle",2018
"75 Nicholson Road, Shenton Park",2015
"75 Old York Road, Greenmount",2018
"75 Otisco Crescent, Joondalup",2018
"75 Piazza Link, Alkimos",2020
"75 Rathkeale Boulevard, Ridgewood",2015
"75 Rupert Street, Subiaco",2020
"75 Samson Street, White Gum Valley",2014
"75 SAN JAVIER Circle, Secret Harbour",2019
"75 Sanctuary Drive, Bertram",2020
"75 Second Street, Redcliffe",2015
"75 Smith Street, Highgate",2019
"75 South Lake Drive, South Lake",2016
"75 St Johns Wood Boulevard, Mount Claremont",2018
"75 Streatley Road, Lathlain",2015
"75 Swan Road, Attadale",2019
"75 Thomas Street, East Cannington",2019
"75 Thorley Way, Lockridge",2019
"75 Toodyay Road, Middle Swan",2017
"75 Tramontane Approach, Dayton",2017
"75 Walanna Drive, Karawara",2013
"75 Welwyn Avenue, Salter Point",2015
"75 Weymouth Boulevard, Quinns Rocks",2019
"75 Zaragoza Drive, Port Kennedy",2018
"75/177 Dampier Avenue, Kallaroo",2017
"752 Great Northern Highway, Herne Hill",2020
"758 Great Northern Highway, Herne Hill",2010
"75A Jupiter Street, Carlisle",2016
"75B Moolyeen Road, Brentwood",2013
"75c Sorrento Street, North Beach",2018
"76 Amethyst Crescent, Mount Richon",2013
"76 Antares Street, Clarkson",2018
"76 Arnott Street, Trigg",2016
"76 Aveley Road, Belhus",2009
"76 Billericay Circuit, Butler",2019
"76 Blackmore Avenue, Girrawheen",2017
"76 Blanchard Road, Swan View",2018
"76 Bottlebrush Drive, Kiara",2017
"76 Bulong Avenue, Ascot",2016
"76 Butterworth Avenue, Koondoola",2016
"76 Centennial Avenue, Bertram",2016
"76 Columbia Parkway, Piara Waters",2018
"76 Dellar Road, Maddington",2020
"76 Donegal Road, Floreat",2020
"76 Dorchester Avenue, Warwick",2017
"76 Drummond Street, Bedford",2018
"76 Duke Street, East Fremantle",2018
"76 Eastwood Way, Hamersley",2019
"76 Elizabeth Street, East Cannington",2016
"76 Elliot Road, Hocking",2019
"76 Enfield Street, Lathlain",2014
"76 Federal Street, Tuart Hill",2018
"76 Fennell Crescent, Wattle Grove",2018
"76 Finnerty Street, Karrinyup",2018
"76 Gooseberry Hill Road, Gooseberry Hill",2015
"76 Grand Promenade, Karrinyup",2019
"76 Great Northern Highway, Midland",2016
"76 Hawkstone Street, Cottesloe",2020
"76 Jindalee Boulevard, Jindalee",2020
"76 Jubilee Street, Beckenham",2019
"76 Kinsale Drive, Mindarie",2018
"76 Lauterbach Drive, Gosnells",2020
"76 Littleham Loop, Quinns Rocks",2018
"76 Lyndale Avenue, Parkwood",2018
"76 Marangaroo Drive, Girrawheen",2020
"76 Markwell Avenue, Haynes",2013
"76 Northwood Street, West Leederville",2019
"76 Oakdene Drive, Madeley",2016
"76 O'mara Boulevard, Iluka",2020
"76 Porter Street, Gwelup",2018
"76 Rae Road, Shoalwater",2017
"76 Reman Road, Embleton",2015
"76 Revitalise Circuit, Craigie",2017
"76 Roundhouse Parade, Jindalee",2019
"76 Sandown Circle, Henley Brook",2013
"76 Sewell Street, East Fremantle",2020
"76 Snook Crescent, Hilton",2017
"76 Spencer Avenue, Yokine",2019
"76 St Catharines Promenade, Champion Lakes",2016
"76 St Stephens Crescent, Tapping",2018
"76 Stock Road, Attadale",2019
"76 Stratton Boulevard, Stratton",2014
"76 Swan Street, Guildford",2020
"76 Tenth Avenue, Inglewood",2018
"76 Tijuana Road, Armadale",2020
"76 Unnaro Street, Hillman",2010
"76 Venice Entrance, Iluka",2019
"76 Walanna Drive, Karawara",2009
"76 Wallangarra Road, Carramar",2017
"76 Wandsworth Avenue, Brabham",2020
"76 Wood Street, Inglewood",2017
"760 Cook Street, Mount Helena",2016
"765 Coulston Road, Boya",2013
"76A Carr Street, West Perth",2018
"76A Graylands Road, Claremont",2018
"76A Holman Street, Alfred Cove",2016
"76A Kimberley Street, West Leederville",2018
"76a Selway Road, Brentwood",2017
"76C Edward Street, Osborne Park",2019
"77 Adelong Avenue, Golden Bay",2017
"77 Arthur Road, Wattle Grove",2015
"77 Aulberry Parade, Leeming",2019
"77 Calista Avenue, Calista",2014
"77 Cheriton Drive, Carramar",2019
"77 Chiltern Avenue, Brookdale",2016
"77 Collick Street, Hilton",2020
"77 Crawford Road, Maylands",2020
"77 Empire Avenue, City Beach",2020
"77 Essex Street, Wembley",2020
"77 Flowerwood Way, Huntingdale",2017
"77 Fourth Avenue, Mount Lawley",2020
"77 Gairloch Street, Mount Pleasant",2019
"77 Georgetown Drive, Safety Bay",2017
"77 Golding Street, Dianella",2020
"77 Hobart Street, Mount Hawthorn",2018
"77 Howick Street, Lathlain",2017
"77 Innamincka Road, Greenmount",2014
"77 James Street, Guildford",2013
"77 Joseph Banks Boulevard, Banksia Grove",2017
"77 Kardan Circuit, Karawara",2015
"77 Kennedy Street, Alfred Cove",2014
"77 Kitchener Street, Trigg",2019
"77 Lyndale Avenue, Parkwood",2018
"77 Maamba Road, Wattle Grove",2015
"77 Markwell Avenue, Haynes",2013
"77 Mockeridge Circuit, Middle Swan",2016
"77 Monaco Avenue, North Lake",2018
"77 Montoro Drive, Port Kennedy",2020
"77 Napier Street, Cottesloe",2020
"77 Orchid Avenue, Bennett Springs",2015
"77 Peet Crescent, Trigg",2017
"77 Point Walter Road, Bicton",2019
"77 Raymond Street, Yokine",2020
"77 Reserve Street, Wembley",2019
"77 Seabrooke Avenue, Rockingham",2018
"77 Second Avenue, Rossmoyne",2019
"77 St Kilda Road, Rivervale",2018
"77 Sydenham Street, Rivervale",2018
"77 The Crest, Woodvale",2020
"77 The Ramble, Booragoon",2016
"77 Toodyay Road, Middle Swan",2016
"77 Victoria Street, Mosman Park",2017
"77 Walanna Drive, Karawara",2011
"77 Waterford Avenue, Waterford",2015
"77 Wendouree Road, Wilson",2019
"77 Wicca Street, Kewdale",2018
"77 Willcox Street, Chidlow",2011
"778 Great Northern Highway, Herne Hill",2011
"77a Alfred Road, Mount Claremont",2017
"77A Duke Street, Scarborough",2019
"77A Edgecumbe Street, Como",2020
"77A Endeavour Avenue, Bull Creek",2017
"77A Hale Road, Wembley Downs",2020
"77A Southern Cross Circle, Ocean Reef",2018
"77A Stock Road, Attadale",2019
"77a York Street, Beaconsfield",2018
"77C Cargill Street, Victoria Park",2018
"77C Waterloo Street, Joondanna",2017
"78 Aristride Avenue, Kallaroo",2017
"78 Attfield Street, South Fremantle",2020
"78 Basinghall Street, East Victoria Park",2019
"78 Bayside Boulevard, Port Kennedy",2018
"78 Bishopsgate Street, Carlisle",2019
"78 Bottlebrush Drive, Kiara",2016
"78 Broadhurst Crescent, Bateman",2013
"78 Brownell Crescent, Medina",2015
"78 Celebration Street, Beckenham",2018
"78 Chapman Road, Bentley",2016
"78 Comrie Road, Canning Vale",2020
"78 Coolgardie Avenue, Ascot",2016
"78 Coolibah Drive, Greenwood",2018
"78 Dalrymple Drive, Leda",2015
"78 Dovedale Street, Harrisdale",2018
"78 East Street, East Fremantle",2017
"78 Elliot Road, Hocking",2019
"78 Eric Street, Cottesloe",2017
"78 Evans Street, Shenton Park",2016
"78 Folland Parade, Atwell",2018
"78 Fortescue Street, East Fremantle",2018
"78 Gladys Road, Lesmurdie",2018
"78 Gnangara Drive, Waikiki",2020
"78 GRAND PARADISO PARADE, Merriwa",2015
"78 Grand Promenade, Karrinyup",2018
"78 Hawkvalley Crescent, Maida Vale",2016
"78 Hayden Way, Langford",2017
"78 Hope Avenue, Manning",2019
"78 Johanson Promenade, Murdoch",2016
"78 Kiandra Way, High Wycombe",2019
"78 Lockhart Street, Como",2020
"78 Macquarie Avenue, Padbury",2018
"78 Macquarie Boulevard, Hammond Park",2020
"78 Mars Street, Carlisle",2020
"78 Meller Road, Bibra Lake",2016
"78 Monash Circle, Marangaroo",2018
"78 Montoro Drive, Port Kennedy",2020
"78 Moorland Street, Doubleview",2018
"78 Oliphant Street, Kenwick",2016
"78 Orelia Avenue, Orelia",2016
"78 Paterson Street, Mundijong",2010
"78 Peterborough Circle, North Lake",2005
"78 Redington Drive, Butler",2019
"78 Rutland Avenue, Lathlain",2014
"78 Sandown Circle, Henley Brook",2014
"78 Shardlow Loop, Carine",2018
"78 Silver Sands Drive, Iluka",2017
"78 Smith Street, Highgate",2015
"78 St Leonards Avenue, West Leederville",2017
"78 Sturtridge Road, Lockridge",2017
"78 Swan Street, Guildford",2019
"78 The Broadview, Landsdale",2018
"78 Trappers Drive, Woodvale",2020
"78 Veterans Drive, Byford",2019
"78 Walanna Drive, Karawara",2016
"78 Waterfront Parkway, Shoalwater",2018
"78 Wilson Street, Bassendean",2019
"78 Wistful Parade, Aveley",2018
"78 Wittenoom Road, High Wycombe",2019
"78/23 Junction Boulevard, Cockburn Central",2020
