"address","year_sold","bedrooms","land_area","price"
"7 Arundel Street, Kensington",2016,4,511,900000
"7 ASH PLACE, Greenwood",2017,3,413,435000
"7 Ashby Terrace, Viveash",2019,3,809,340000
"7 Aspe Way, Alkimos",2019,4,510,440000
"7 Auger Way, Alkimos",2020,4,496,639000
"7 Auld Court, Waikiki",2018,3,680,240000
"7 Azurite Court, Forrestfield",2019,4,700,490000
"7 Badrick Street, Warwick",2015,3,729,640000
"7 Baldwin Link, Piara Waters",2020,4,576,585000
"7 Ballater Heights, Bibra Lake",2016,5,746,620000
"7 Baloo Place, Koongamia",2014,3,679,380000
"7 BANKSIA STREET, Joondanna",2018,4,232,620000
"7 Bantry Bend, Mindarie",2020,4,528,950000
"7 Barang Circuit, Karawara",2006,4,502,905000
"7 Barham Mews, Currambine",2017,4,553,510000
"7 Barrow Crescent, North Coogee",2019,4,370,1120000
"7 Barussela Avenue, Greenmount",2013,5,848,545000
"7 Baslow Court, Carine",2019,3,957,543500
"7 Bass Road, Bull Creek",2016,4,809,855000
"7 Batavia Way, Salter Point",2013,3,733,938000
"7 Bateman Road, Mount Pleasant",2018,5,477,2250000
"7 Bateman Street, Mosman Park",2017,6,1269,2400000
"7 Bathgate Loop, Koondoola",2017,4,510,409000
"7 Battery Road, Parkerville",2010,4,1012,458000
"7 Beach Road, Marmion",2017,4,602,1850000
"7 Beachside Drive, Burns Beach",2019,5,553,750000
"7 Beacon Way, Singleton",2015,4,600,470000
"7 Beaconsfield Avenue, Midvale",2015,2,846,337000
"7 Beech Court, South Lake",2015,3,782,415000
"7 Belhaven Terrace, Quinns Rocks",2018,4,521,670000
"7 Bellbird Court, High Wycombe",2018,5,729,520000
"7 Bessant Court, Camillo",2016,4,910,350000
"7 Best Street, Bassendean",2019,3,810,519000
"7 Bignel Place, Redcliffe",2017,3,515,420000
"7 Billabong Way, Mount Nasura",2014,3,1012,435000
"7 BISCAYNE STREET, Safety Bay",2020,3,809,310000
"7 Bitalli Bend, Byford",2019,4,502,340000
"7 Blacksmith Court, Bibra Lake",2016,4,718,620000
"7 Blackthorn Road, Eden Hill",2015,3,674,445000
"7 Blair Grove, Kinross",2018,4,700,480000
"7 Blakemore Retreat, Huntingdale",2016,4,677,448000
"7 Blencoe Way, Ellenbrook",2019,4,439,279000
"7 Bolaro Place, Hillman",2011,4,718,325000
"7 Bombala Close, Merriwa",2018,4,591,175000
"7 Bonarda Way, Caversham",2019,4,547,465000
"7 Braden Way, Marmion",2016,4,812,960000
"7 Breckler Drive, Mundaring",2016,4,2046,669000
"7 Brentwood Avenue, Brentwood",2013,5,837,1110000
"7 Bridgeway Avenue, Ferndale",2015,3,806,410500
"7 Brindabella Avenue, Aubin Grove",2018,4,647,650000
"7 Bromley Street, Embleton",2017,3,809,550000
"7 Brookeby Heights, Leda",2018,5,570,315000
"7 Brookvale Rise, Kallaroo",2016,4,930,1785000
"7 Broulee Lane, Secret Harbour",2019,4,360,570000
"7 Bruce Street, Nedlands",2018,4,817,1700000
"7 Brunswick Circuit, Banksia Grove",2018,4,523,330000
"7 Brushbox Way, Huntingdale",2017,4,599,443000
"7 Bryden Road, Carmel",2014,3,1011,490000
"7 Bunda Place, Waikiki",2019,3,680,230000
"7 Buninyong Road, Greenmount",2015,3,2023,385000
"7 Bunney Road, Kelmscott",2019,3,426,315000
"7 Burdett Retreat, Murdoch",2012,4,732,752000
"7 Burwood Street, Nedlands",2019,4,1116,1700000
"7 Butler Avenue, Swanbourne",2020,2,851,1800000
"7 Caladenia Way, Koongamia",2007,2,797,310000
"7 CALEY PLACE, Two Rocks",2018,3,809,320000
"7 Calley Drive, Leeming",2018,4,709,695000
"7 Caloria Chase, Caversham",2016,4,312,450000
"7 Calytrix Crescent, Success",2019,4,595,602500
"7 Cambrian Mall, Alexander Heights",2017,4,809,515000
"7 Canunda Way, Yanchep",2020,4,450,355000
"7 Cape Meares Crescent, Butler",2019,3,384,350000
"7 CAPE YORK RAMBLE, Bertram",2015,4,610,440000
"7 Capulet Street, Coolbellup",2016,3,728,510000
"7 Carcoo Court, Beckenham",2018,5,757,535000
"7 Cardiff Lane, Woodbridge",2010,5,276,830000
"7 Careniup Avenue, Gwelup",2015,4,700,970000
"7 Carlingford Drive, Port Kennedy",2019,4,480,310000
"7 Carlisle Approach, Butler",2020,4,570,450000
"7 Carnarvon Crescent, Coolbinia",2009,2,835,945000
"7 Carosa Road, Tapping",2018,4,608,485000
"7 Carpene Place, Kalamunda",2017,4,1579,570000
"7 Carson Place, Heathridge",2020,4,838,447500
"7 Casa Place, Southern River",2020,5,735,714000
"7 Celestine Street, Wanneroo",2020,3,700,345000
"7 Celtic Crescent, Shoalwater",2018,4,549,390000
"7 Cezanne Bend, Ashby",2014,4,592,470000
"7 Chalcombe Way, Warwick",2015,4,708,519000
"7 Chapman Road, Calista",2013,3,769,310000
"7 Charing Cross Road, Joondalup",2019,3,350,575000
"7 Chariot Turn, Harrisdale",2020,4,576,555000
"7 Charles Street, Karrinyup",2020,3,743,760000
"7 Charm Way, Atwell",2017,4,654,485000
"7 Chauncey Place, Beechboro",2019,3,703,381000
"7 Cheney Vale, Clarkson",2018,3,701,295000
"7 Cherub Way, Currambine",2020,4,464,705000
"7 Chipperfield Court, Mosman Park",2019,4,407,1240000
"7 CHIVRELL RISE, Gwelup",2020,5,708,920000
"7 Chuditch Close, Brookdale",2016,4,731,310000
"7 Chungking Grove, Stratton",2018,3,490,265000
"7 Clairault Rise, Pearsall",2018,4,429,469000
"7 Clennett Close, Cooloongup",2016,4,884,330000
"7 Clianthus Way, Koongamia",2014,4,768,384000
"7 Clipson Crescent, Mundaring",2019,3,2001,400000
"7 Clubb Avenue, Daglish",2016,3,701,1100000
"7 Clydebank Crescent, Kinross",2017,4,601,525000
"7 Clydesdale Street, Burswood",2016,3,614,707000
"7 Cobalt Place, Riverton",2020,4,883,785000
"7 Colburn Way, East Fremantle",2019,3,347,755000
"7 Coldstream Street, West Leederville",2016,3,294,895000
"7 Coleridge Place, North Lake",2014,4,700,658000
"7 Colville Street, Waikiki",2019,4,680,247000
"7 Combiac Road, Martin",2013,4,447,240000
"7 Comito Bend, Alkimos",2018,4,360,545000
"7 Conferta Link, Banksia Grove",2018,3,224,290000
"7 Congressional Crescent, Connolly",2019,3,450,675000
"7 Conical Rise, Woodvale",2019,4,706,711000
"7 Conimbla Lane, Aubin Grove",2020,5,608,690000
"7 Conlan Close, Mosman Park",2019,4,479,1220000
"7 Connolly Mews, Atwell",2020,4,659,575000
"7 Conti Road, Ashby",2015,3,475,537500
"7 Coonawarra Drive, Caversham",2017,4,593,485000
"7 Coran Place, Camillo",2018,3,683,280000
"7 Corbridge Avenue, Wellard",2018,4,520,485000
"7 Cordelia Avenue, Coolbellup",2016,4,528,510000
"7 Cormack Road, Alfred Cove",2015,5,426,1020000
"7 Cornflower Drive, Eglinton",2020,3,329,405000
"7 Coronado Ridge, Iluka",2019,4,719,600000
"7 Cotswold Parade, Aubin Grove",2020,4,618,650000
"7 Cowell Place, Calista",2014,3,943,355000
"7 Crake Court, High Wycombe",2019,4,801,410000
"7 Cranbrook Street, Coolbinia",2016,4,924,1275000
"7 Crested Turn, Harrisdale",2018,4,540,550000
"7 Crivelli Parkway, Ashby",2018,3,403,435000
"7 Cromer Road, Brentwood",2016,4,728,1078000
"7 Cross Street, Swanbourne",2015,3,306,1275000
"7 Cunningham Terrace, Daglish",2007,2,804,880000
"7 Curven Road, Hamilton Hill",2020,4,952,405000
"7 Cutlass Place, Safety Bay",2017,4,745,530000
"7 Cyandra Loop, Banksia Grove",2018,4,677,528000
"7 Cygnet Street, Kallaroo",2016,4,723,595000
"7 Cygnus Parade, Waterford",2014,4,448,1250000
"7 Cygnus Road, Ascot",2016,3,385,702000
"7 Daintree Loop, Bertram",2016,5,597,429900
"7 Dakota Avenue, Maylands",2020,4,426,600000
"7 Dane Street, East Victoria Park",2018,3,506,670000
"7 Darrowby Place, Sawyers Valley",2015,3,1829,459000
"7 Darter Place, Queens Park",2019,4,313,388000
"7 Darwin Place, Warnbro",2018,4,680,295000
"7 Davey Road, Mundijong",2007,3,1071,347500
"7 Davies Street, Northbridge",2013,3,255,1025000
"7 Daviesia Turn, Success",2019,4,474,430000
"7 Daytona Drive, Iluka",2020,4,649,760000
"7 De Crillon Way, Currambine",2018,4,532,510000
"7 Delphi Court, Rossmoyne",2016,5,885,1675000
"7 Denston Way, Girrawheen",2020,3,692,256000
"7 Diadem Crescent, Bertram",2017,4,522,373000
"7 Diamond Way, Harrisdale",2020,4,608,604000
"7 Didcot Street, Warwick",2016,4,713,490000
"7 Dionysus Terrace, Atwell",2020,4,600,620000
"7 Dirk Place, Willetton",2019,4,824,680000
"7 Dodds Place, Beechboro",2017,3,767,350000
"7 Doniford Way, Leda",2015,4,608,480000
"7 Dorsal Bend, Hammond Park",2018,4,500,460000
"7 Douglas Street, Fremantle",2018,4,352,805000
"7 Drogheda Way, Waterford",2017,4,803,830000
"7 Drovers Way, Jane Brook",2015,4,555,585000
"7 Drummore Way, Bertram",2016,4,532,467800
"7 Dryandra Way, Mount Claremont",2018,4,250,1320000
"7 Dundee Close, Warnbro",2017,4,691,295000
"7 Dunholme Street, Osborne Park",2016,3,382,653000
"7 Dunnage Court, Atwell",2020,3,472,360000
"7 Durrant Way, High Wycombe",2020,4,865,481000
"7 Edgeware Street, Lynwood",2018,3,315,225000
"7 Edsell Entrance, Brookdale",2020,4,540,380000
"7 Egan Place, Midland",2017,3,740,283000
"7 Elda Way, Alkimos",2019,5,522,430000
"7 Elemi Bend, Atwell",2017,4,811,715000
"7 Eliot Close, Parmelia",2015,3,746,255000
"7 Ellen Street, Mount Nasura",2015,3,847,410000
"7 Ellerby Way, Koondoola",2014,3,730,440000
"7 Ellis Court, Medina",2020,2,728,230000
"7 Entente Terrace, Atwell",2018,4,672,770000
"7 Erina Way, Ridgewood",2017,3,555,330000
"7 Eriskay Terrace, Henley Brook",2017,4,704,510000
"7 Erith Court, Glendalough",2013,4,718,1100000
"7 Ernest Drive, Success",2020,4,510,475000
"7 Estuary Place, Ballajura",2020,4,925,530000
"7 Ethelwyn Street, Hilton",2020,3,442,542000
"7 Eucla Court, North Fremantle",2017,3,411,1800000
"7 Eucla Mews, Stratton",2015,3,490,360000
"7 Evandale Road, Darch",2020,4,572,600000
"7 Evans Street, Warnbro",2020,3,1108,315000
"7 Everglades Link, Bertram",2018,4,500,350000
"7 Exbury Street, Landsdale",2019,4,480,490000
"7 Faba Lane, Jindalee",2018,4,300,580000
"7 Fairmount Boulevard, Brabham",2020,4,375,430000
"7 Faraday Street, Camillo",2017,3,704,260000
"7 Farnley Way, Duncraig",2019,3,723,825000
"7 Farrin Street, Attadale",2017,5,947,1510000
"7 Fawkner Road, Two Rocks",2020,3,810,325000
"7 Federation Drive, Singleton",2018,5,820,485000
"7 Feldman Crescent, Parkerville",2015,4,1902,499000
"7 Fermoy Link, Darch",2019,4,636,511500
"7 FERN STREET, Swanbourne",2015,3,416,1470000
"7 Ferncroft Way, Kingsley",2018,4,705,555000
"7 Ferrolana Court, Stratton",2014,4,510,350000
"7 Fig Close, Spearwood",2018,4,357,475000
"7 First Avenue, Shoalwater",2019,3,859,390000
"7 Fitzpatrick Way, Noranda",2017,4,690,560000
"7 Fitzroy Court, Gosnells",2020,3,706,339000
"7 Flame Close, Mirrabooka",2016,5,814,475000
"7 Flannan Place, Warwick",2016,4,703,865000
"7 Flintlock Court, Cloverdale",2019,4,432,455000
"7 Forbes Road, Applecross",2018,4,1050,1517000
"7 Ford Road, Lesmurdie",2018,4,2045,710000
"7 Forestview Boulevard, Ellenbrook",2020,3,480,270000
"7 Fortis Pass, Wandi",2014,3,375,675000
"7 Foundry Turn, Harrisdale",2020,4,576,805000
"7 Fourmile Avenue, Burns Beach",2016,4,612,1100000
"7 Friarbird Terrace, Beeliar",2017,4,487,588000
"7 Fulham Way, Ridgewood",2014,3,300,385000
"7 Fulton Street, Hamilton Hill",2019,3,936,530000
"7 Gabo Road, Greenmount",2019,3,1044,367500
"7 Gaffin Way, Kwinana Town Centre",2016,3,200,297000
"7 Galant Close, Kallaroo",2020,4,728,645000
"7 Galena Court, High Wycombe",2018,3,704,304000
"7 Gali Lane, City Beach",2020,4,402,1800000
"7 Galileo Avenue, Tapping",2019,4,719,515000
"7 Galleon Road, Beldon",2016,3,683,405000
"7 Gamage Way, Lockridge",2016,3,729,330000
"7 Gangway Turn, Alkimos",2020,4,450,465000
"7 Gannet Street, Stirling",2019,5,633,770000
"7 Garran Loop, Henley Brook",2017,4,1082,705000
"7 Genoa Place, Secret Harbour",2019,5,605,419000
"7 George Street, Jarrahdale",2014,4,1012,555000
"7 Gillam Way, Beechboro",2018,3,800,367000
"7 Glamis Court, Orelia",2018,3,601,295000
"7 Glasnevin Court, Waterford",2018,4,773,1120000
"7 Glen Iris Drive, Jandakot",2020,4,707,712000
"7 Glengariff Drive, Floreat",2018,5,809,1965000
"7 Glenwood Avenue, Helena Valley",2020,3,2023,600000
"7 Gloster Loop, Brookdale",2013,4,505,298987
"7 Godecke Rise, Carine",2017,4,700,840000
"7 Godwin Avenue, Manning",2020,3,1094,610000
"7 Golden Ash Gardens, Helena Valley",2018,4,686,475000
"7 Goodison Way, Aveley",2020,4,576,535000
"7 Goold Way, Lockridge",2014,3,514,399000
"7 Goonang Road, City Beach",2016,4,944,1408000
"7 Gotch Crescent, Canning Vale",2020,4,700,620000
"7 Gould Close, Brookdale",2015,4,461,304000
"7 Grace Pass, Bennett Springs",2016,6,544,520000
"7 Grace Street, Ferndale",2018,3,688,412000
"7 Graham Road, Menora",2016,4,938,1250000
"7 Grallina Way, Tapping",2020,4,605,600000
"7 Grassbird Loop, Yangebup",2017,3,711,280000
"7 Greenscape Road, Southern River",2017,4,640,600000
"7 Greenville Street, Swanbourne",2019,3,473,1200000
"7 Gregona Place, Kalamunda",2020,3,1226,585000
"7 Grenville Road, Stoneville",2016,3,1648,455000
"7 Gretna Court, Kinross",2017,4,701,516000
"7 Gullane Court, Currambine",2018,4,725,748000
"7 Guppy Road, Kalamunda",2018,3,1045,460000
"7 Gutha Retreat, Hocking",2019,3,604,485000
"7 Gwynne Corner, Jane Brook",2016,4,704,500000
"7 Hadley Place, Karrinyup",2020,3,807,812500
"7 Hadley Place, Noranda",2017,4,911,745000
"7 Halifax Boulevard, Mindarie",2019,4,679,725000
"7 Hamer Avenue, Wembley Downs",2019,4,472,1490000
"7 Hamlet Pass, Jane Brook",2019,4,905,595000
"7 Hampton Road, Darch",2015,4,601,615000
"7 Hanley Place, Hillarys",2020,4,683,1300000
"7 Hanlin Way, Samson",2016,4,752,554250
"7 Harburn Court, Lockridge",2015,4,350,390000
"7 Harcourt Street, Inglewood",2017,3,592,830000
"7 Harcus Retreat, Merriwa",2017,4,599,361000
"7 Harmony Avenue, Atwell",2017,4,715,582500
"7 Harney Road, Secret Harbour",2019,4,526,370000
"7 Havasu Road, Aveley",2019,3,237,275000
"7 Hawkins Avenue, Sorrento",2019,4,1316,2150000
"7 Hawkins Street, Embleton",2017,3,644,445000
"7 Hayling Road, Iluka",2018,4,685,820000
"7 Haynes Court, Armadale",2018,3,767,197000
"7 Hayward Way, Myaree",2017,3,946,690000
"7 Hellfire Drive, Darch",2015,4,545,615000
"7 Henn Close, Winthrop",2016,4,829,800000
"7 Hensley Loop, Landsdale",2019,4,636,608000
"7 Herald Close, Kalamunda",2019,4,1331,535500
"7 Herlihy Way, Warnbro",2020,4,728,620000
"7 High Street, Sorrento",2017,4,712,1475000
"7 Hill Street, Bayswater",2019,3,398,617000
"7 Hillside Close, Edgewater",2016,4,704,580000
"7 Hoffman Street, Maddington",2020,4,578,370000
"7 Holton Way, Cannington",2016,4,445,520000
"7 Holyrood Street, West Leederville",2017,4,429,1100000
"7 Homestead Avenue, Bibra Lake",2020,3,1225,1150000
"7 Honeymyrtle Turn, Stirling",2019,5,734,1580000
"7 Honeypot Way, Churchlands",2018,4,443,1800000
"7 Hope Street, Watermans Bay",2012,4,455,860000
"7 Howe Street, Beeliar",2020,4,727,647500
"7 Howell Court, Guildford",2017,4,552,555000
"7 Hubble Parkway, Clarkson",2020,4,600,395000
"7 Hudleston Rise, Alexander Heights",2018,4,514,450000
"7 Huntingdon Mews, Ballajura",2019,3,559,317000
"7 Huntley Close, East Cannington",2015,4,587,492000
"7 Hydrangea Place, Alexander Heights",2017,4,541,230000
"7 Ibsen Court, Spearwood",2018,4,777,610000
"7 Illyarrie Way, Jane Brook",2015,4,500,455000
"7 Inquirer Lane, Stratton",2017,4,500,355000
"7 Ionic Place, Shelley",2015,4,750,970000
"7 Ironwood Avenue, Heathridge",2020,3,699,456550
"7 Isabella Crescent, Manning",2017,3,893,885000
"7 Itea Place, Mindarie",2018,3,180,550000
"7 Jaccard Way, Lynwood",2018,4,693,485000
"7 Jackadder Avenue, Hammond Park",2018,4,479,590000
"7 Jackson Road, Karawara",2013,4,865,700000
"7 Jalna Court, Ballajura",2020,4,510,455000
"7 James Avenue, Hazelmere",2013,4,2024,630000
"7 James Street, Mariginiup",2013,3,2295,610000
"7 Jarman Close, Kardinya",2017,4,723,792500
"7 Jarrah Lane, Mount Claremont",2019,4,322,1220000
"7 Jedburgh Loop, Sinagra",2020,3,243,340000
"7 Jinkins Way, Madeley",2017,4,541,618000
"7 Johanson Promenade, Murdoch",2018,4,701,826500
"7 Johnson Avenue, Guildford",2014,3,326,685000
"7 Johnston Way, Padbury",2019,4,1020,650000
"7 Jordan Place, Wattle Grove",2019,4,539,415000
"7 Jordan Street, Haynes",2014,3,420,217000
"7 Joscelyn Place, Glen Forrest",2019,4,1799,590000
"7 Joyce Avenue, Hamilton Hill",2020,3,989,680000
"7 Jubata Court, Maida Vale",2017,4,600,512500
"7 Kaber Court, Wellard",2020,4,1793,705000
"7 Kardan Circuit, Karawara",2013,4,512,835000
"7 Kardier Mews, Viveash",2016,4,1125,650000
"7 Karlak Close, Leda",2015,5,602,290000
"7 Kathleen Close, Maida Vale",2016,5,1229,560000
"7 Keane Street, Lesmurdie",2017,4,1518,738000
"7 Keith Griffith Drive, Darch",2020,3,444,430000
"7 Kellar Place, Bellevue",2012,4,680,319000
"7 Kemmish Avenue, Parmelia",2016,3,711,260000
"7 Kendal Lane, Ballajura",2020,4,582,370000
"7 Kenrick Street, Balcatta",2017,4,728,710000
"7 Kentucky Boulevard, Hocking",2018,5,650,655000
"7 Kerner Avenue, Caversham",2017,4,503,540000
"7 Kestrel Circle, Brookdale",2015,3,760,160000
"7 Kieren Court, Middle Swan",2014,3,648,360000
"7 Kilkenny Loop, Brookdale",2015,4,471,400000
"7 Killarney Heights, Kallaroo",2018,4,851,1370000
"7 Kinbrace Way, Lynwood",2020,4,757,420000
"7 Kinch Lane, Hillarys",2020,4,711,1575000
"7 Kings Lynn Rise, Mindarie",2020,4,1326,1500000
"7 Kingsley Drive, Kingsley",2020,3,279,490000
"7 Kinloch Pass, Aubin Grove",2017,4,600,600000
"7 Kinvara Way, Ridgewood",2016,3,384,360000
"7 Kirby Court, Huntingdale",2017,4,700,480000
"7 Kirkcolm Way, Warwick",2019,4,680,690000
"7 Kirkstall Way, Sawyers Valley",2017,3,1894,370000
"7 Knight Street, Wembley Downs",2017,4,500,1325000
"7 Knoll Place, Kiara",2014,3,501,445000
"7 Knott Court, Camillo",2015,3,687,290000
"7 Koolinda Court, Stratton",2014,3,478,315000
"7 Koombana Way, Kallaroo",2018,3,840,585000
"7 Korab Link, Madeley",2019,4,581,615000
"7 Kowloon Corner, Currambine",2019,4,598,610000
"7 Kullaroo Court, Hillman",2019,3,1006,255000
"7 Kurren Court, Mount Claremont",2019,3,355,1170000
"7 Kyle Court, Hamersley",2017,4,721,630000
"7 Lake Carine Gardens, Carine",2016,6,876,1187000
"7 Lakeview Drive, Edgewater",2020,4,737,533000
"7 Lambasa Way, Mindarie",2020,4,448,535000
"7 Lambertia Street, Greenwood",2018,3,683,470000
"7 Lambeth Mews, Mount Claremont",2016,4,667,1425000
"7 Lamont Link, Pearsall",2015,4,532,585000
"7 Lanark Street, Menora",2009,3,683,880000
"7 Lancely Way, Mirrabooka",2017,3,455,457000
"7 Langrune Grove, Port Kennedy",2019,4,704,382000
"7 Larch Place, Forrestfield",2020,3,700,325000
"7 Larkin Court, Medina",2016,3,769,320000
"7 Lavally Way, Darch",2019,4,566,540000
"7 Leach Street, Marmion",2013,4,910,1550000
"7 Leawood Crescent, Boya",2006,3,1013,325000
"7 Leitrim Lane, Beaconsfield",2016,4,503,1215000
"7 Lemon Street, Wilson",2019,4,402,425000
"7 Liddington Rise, Leda",2017,4,490,260000
"7 Lillico Avenue, Burns Beach",2018,4,592,887500
"7 Linden Gardens, Floreat",2017,4,791,1490000
"7 Linkwater Pass, Southern River",2018,4,325,440000
"7 Littlemore Road, Orelia",2020,4,728,290000
"7 Lockeport Approach, Madeley",2019,4,562,590000
"7 Loep Court, Parmelia",2018,3,340,263000
"7 Lomond Crescent, Wandi",2017,4,405,494000
"7 Lonsdale Crescent, Waikiki",2019,4,569,351000
"7 Lords Court, Madeley",2017,4,507,645000
"7 Lorikeet Way, Gosnells",2018,3,730,312000
"7 Lourens Dale, Winthrop",2015,4,813,945000
"7 Luhrs Court, Mundaring",2016,4,2000,675000
"7 Lundy Cove, Kiara",2011,3,485,378000
"7 Lutey Avenue, Daglish",2014,3,650,1250000
"7 Lycett Turn, Southern River",2019,4,664,540000
"7 Lyndhurst Crescent, Wellard",2020,4,547,440000
"7 Mabley Court, Greenwood",2019,3,718,470000
"7 Mackay Way, Hillarys",2019,4,688,701000
"7 Madura Close, Ballajura",2018,4,594,417000
"7 Magnolia Way, Forrestfield",2019,4,700,389000
"7 Mainsail Terrace, Yangebup",2017,5,605,605000
"7 Malbeling Close, Hillman",2015,4,853,400000
"7 Maley Street, Ashfield",2007,2,316,345000
"7 Mallaig Place, Warwick",2016,4,753,680000
"7 Mangles Street, Warnbro",2019,4,812,349000
"7 Manila Way, Aveley",2018,4,680,535000
"7 Manjimup Place, Gwelup",2018,4,459,800000
"7 Mannaw Place, Hillman",2015,3,798,325000
"7 Maplin Place, Rossmoyne",2018,4,542,1040000
"7 Margaret Road, Secret Harbour",2019,4,680,710000
"7 Margaret Street, Ashfield",2015,2,788,415000
"7 Marlock Court, Mirrabooka",2016,4,552,374000
"7 Martin Road, Sorrento",2018,5,809,1250000
"7 Maryport Way, Butler",2018,4,576,440000
"7 Masefield Avenue, North Lake",2008,4,733,559000
"7 MATLOCK HEIGHTS, Darch",2020,4,609,840000
"7 McGellin Court, Jandakot",2013,4,615,535000
"7 McNeil Grove, Jarrahdale",2012,5,851,530000
